protein_id,length,n_windows,last_window_start,residues_lost_by_truncation,source
XP_015614030.1,1449,2,427,427,proteome
XP_015626154.1,1449,2,427,427,proteome
XP_015626628.1,1449,2,427,427,proteome
XP_015614484.1,1447,2,425,425,proteome
XP_015646895.1,1447,2,425,425,proteome
XP_025876620.1,1447,2,425,425,proteome
XP_015611955.1,1446,2,424,424,proteome
XP_015619689.1,1445,2,423,423,proteome
XP_015640539.1,1445,2,423,423,proteome
XP_015640540.1,1445,2,423,423,proteome
XP_015640542.1,1445,2,423,423,proteome
XP_015640543.1,1445,2,423,423,proteome
XP_025877789.1,1445,2,423,423,proteome
XP_025876995.1,1444,2,422,422,proteome
XP_015636048.1,1443,2,421,421,proteome
XP_015620807.2,1442,2,420,420,proteome
XP_015630483.1,1442,2,420,420,proteome
XP_015638760.2,1442,2,420,420,proteome
XP_015644069.1,1442,2,420,420,proteome
XP_015644070.1,1442,2,420,420,proteome
XP_015644072.1,1442,2,420,420,proteome
XP_015644073.1,1442,2,420,420,proteome
XP_015644074.1,1442,2,420,420,proteome
XP_015644075.1,1442,2,420,420,proteome
XP_015644076.1,1442,2,420,420,proteome
XP_015644077.1,1442,2,420,420,proteome
XP_015644078.1,1442,2,420,420,proteome
XP_015647216.1,1442,2,420,420,proteome
XP_015616248.1,1441,2,419,419,proteome
XP_015626248.1,1441,2,419,419,proteome
XP_015635739.1,1441,2,419,419,proteome
XP_015648215.1,1441,2,419,419,proteome
XP_015630446.1,1440,2,418,418,proteome
XP_015630448.1,1440,2,418,418,proteome
XP_015635740.1,1440,2,418,418,proteome
XP_015636294.1,1440,2,418,418,proteome
XP_015650039.1,1440,2,418,418,proteome
XP_015619842.1,1439,2,417,417,proteome
XP_015623860.2,1439,2,417,417,proteome
XP_015623861.2,1439,2,417,417,proteome
XP_015623862.2,1439,2,417,417,proteome
XP_015636403.1,1439,2,417,417,proteome
XP_015613197.1,1438,2,416,416,proteome
XP_015636153.1,1436,2,414,414,proteome
XP_015626414.1,1435,2,413,413,proteome
XP_015637140.1,1435,2,413,413,proteome
XP_015614346.1,1434,2,412,412,proteome
XP_015640410.1,1434,2,412,412,proteome
XP_015615786.1,1431,2,409,409,proteome
XP_015616323.1,1431,2,409,409,proteome
XP_015611135.1,1430,2,408,408,proteome
XP_015611136.1,1430,2,408,408,proteome
XP_015649667.1,1428,2,406,406,proteome
XP_025875731.1,1428,2,406,406,proteome
XP_015610794.1,1427,2,405,405,proteome
XP_015635741.1,1427,2,405,405,proteome
XP_015625140.1,1426,2,404,404,proteome
XP_015625802.1,1426,2,404,404,proteome
XP_025878739.1,1425,2,403,403,proteome
XP_015625789.1,1424,2,402,402,proteome
XP_025877467.1,1424,2,402,402,proteome
XP_015614539.1,1423,2,401,401,proteome
XP_015640012.1,1423,2,401,401,proteome
XP_015617351.1,1422,2,400,400,proteome
XP_015647644.1,1421,2,399,399,proteome
XP_015617310.1,1420,2,398,398,proteome
XP_015617627.1,1419,2,397,397,proteome
XP_015643545.1,1419,2,397,397,proteome
XP_015613499.1,1418,2,396,396,proteome
XP_015617775.1,1418,2,396,396,proteome
XP_015617776.1,1418,2,396,396,proteome
XP_015617777.1,1418,2,396,396,proteome
XP_015644707.1,1417,2,395,395,proteome
XP_015621098.1,1415,2,393,393,proteome
XP_015640094.1,1415,2,393,393,proteome
XP_015640095.1,1415,2,393,393,proteome
XP_015640096.1,1415,2,393,393,proteome
XP_025881423.1,1415,2,393,393,proteome
XP_025882971.1,1414,2,392,392,proteome
XP_015639301.1,1412,2,390,390,proteome
XP_015630569.1,1411,2,389,389,proteome
XP_015630302.1,1410,2,388,388,proteome
XP_015630801.1,1410,2,388,388,proteome
XP_015635165.1,1407,2,385,385,proteome
XP_015618069.1,1406,2,384,384,proteome
XP_025880804.1,1405,2,383,383,proteome
XP_015621918.1,1404,2,382,382,proteome
XP_015622326.1,1403,2,381,381,proteome
XP_025877788.1,1403,2,381,381,proteome
XP_015621713.1,1402,2,380,380,proteome
XP_015615518.1,1401,2,379,379,proteome
XP_025877497.1,1401,2,379,379,proteome
XP_025878740.1,1401,2,379,379,proteome
XP_015617234.1,1399,2,377,377,proteome
XP_015617272.1,1398,2,376,376,proteome
XP_015647218.1,1398,2,376,376,proteome
XP_015617273.1,1397,2,375,375,proteome
XP_015641010.1,1397,2,375,375,proteome
XP_015646675.1,1396,2,374,374,proteome
XP_015646113.2,1395,2,373,373,proteome
XP_015622635.1,1394,2,372,372,proteome
XP_015622636.1,1394,2,372,372,proteome
XP_015639302.1,1394,2,372,372,proteome
XP_015635381.1,1393,2,371,371,proteome
XP_015648337.1,1393,2,371,371,proteome
XP_015647448.1,1392,2,370,370,proteome
XP_015646871.1,1390,2,368,368,proteome
XP_025882199.1,1390,2,368,368,proteome
XP_015620215.1,1388,2,366,366,proteome
XP_015622788.1,1388,2,366,366,proteome
XP_015630683.1,1388,2,366,366,proteome
XP_015651156.1,1388,2,366,366,proteome
XP_015617116.1,1387,2,365,365,proteome
XP_015617117.1,1387,2,365,365,proteome
XP_025878398.1,1387,2,365,365,proteome
XP_025880259.1,1387,2,365,365,proteome
XP_015636431.1,1383,2,361,361,proteome
XP_015637141.1,1383,2,361,361,proteome
XP_015642840.1,1383,2,361,361,proteome
XP_015625959.2,1382,2,360,360,proteome
XP_025878676.1,1382,2,360,360,proteome
XP_015625960.2,1381,2,359,359,proteome
XP_015636288.1,1381,2,359,359,proteome
XP_015639568.1,1378,2,356,356,proteome
XP_015611517.1,1377,2,355,355,proteome
XP_015611827.1,1377,2,355,355,proteome
XP_015617299.1,1377,2,355,355,proteome
XP_015626830.1,1376,2,354,354,proteome
XP_015642841.1,1376,2,354,354,proteome
XP_015643243.1,1375,2,353,353,proteome
XP_015620039.1,1371,2,349,349,proteome
XP_015618070.1,1370,2,348,348,proteome
XP_025882721.1,1370,2,348,348,proteome
XP_015626519.1,1369,2,347,347,proteome
XP_015626520.1,1369,2,347,347,proteome
XP_015626527.1,1369,2,347,347,proteome
XP_015626529.1,1369,2,347,347,proteome
XP_015626530.1,1369,2,347,347,proteome
XP_015630851.1,1369,2,347,347,proteome
XP_015636205.1,1369,2,347,347,proteome
XP_015636206.1,1369,2,347,347,proteome
XP_015636699.1,1369,2,347,347,proteome
XP_025878737.1,1369,2,347,347,proteome
XP_025878738.1,1369,2,347,347,proteome
XP_015630303.1,1368,2,346,346,proteome
XP_015612757.1,1367,2,345,345,proteome
XP_015612789.1,1367,2,345,345,proteome
XP_015620626.1,1366,2,344,344,proteome
XP_015647063.1,1366,2,344,344,proteome
XP_015647219.1,1365,2,343,343,proteome
XP_015647269.1,1365,2,343,343,proteome
XP_015647742.1,1365,2,343,343,proteome
XP_025882813.1,1365,2,343,343,proteome
XP_015618697.1,1364,2,342,342,proteome
XP_015618698.1,1364,2,342,342,proteome
XP_015635745.1,1364,2,342,342,proteome
XP_015648506.1,1364,2,342,342,proteome
XP_025875710.1,1364,2,342,342,proteome
XP_015617118.1,1363,2,341,341,proteome
XP_015631591.1,1363,2,341,341,proteome
XP_015617158.1,1362,2,340,340,proteome
XP_015614107.1,1361,2,339,339,proteome
XP_015614108.1,1361,2,339,339,proteome
XP_015617159.1,1361,2,339,339,proteome
XP_025876634.1,1361,2,339,339,proteome
XP_015620076.1,1360,2,338,338,proteome
XP_025876635.1,1360,2,338,338,proteome
XP_015620077.1,1359,2,337,337,proteome
XP_015621183.1,1359,2,337,337,proteome
XP_015625917.1,1359,2,337,337,proteome
XP_015625918.1,1359,2,337,337,proteome
XP_015649924.1,1359,2,337,337,proteome
XP_015614946.1,1358,2,336,336,proteome
XP_015617119.1,1358,2,336,336,proteome
XP_015635488.1,1358,2,336,336,proteome
XP_015635489.1,1357,2,335,335,proteome
XP_025879118.1,1357,2,335,335,proteome
XP_015630438.1,1356,2,334,334,proteome
XP_015638473.2,1356,2,334,334,proteome
XP_015630439.1,1355,2,333,333,proteome
XP_015635490.1,1355,2,333,333,proteome
XP_015647064.1,1355,2,333,333,proteome
XP_015635491.1,1354,2,332,332,proteome
XP_015643095.1,1354,2,332,332,proteome
XP_015638769.1,1353,2,331,331,proteome
XP_025882080.1,1352,2,330,330,proteome
XP_015617120.1,1351,2,329,329,proteome
XP_015617011.1,1350,2,328,328,proteome
XP_015649925.1,1350,2,328,328,proteome
XP_015614071.1,1349,2,327,327,proteome
XP_015617414.1,1349,2,327,327,proteome
XP_015617416.1,1349,2,327,327,proteome
XP_015617417.1,1349,2,327,327,proteome
XP_015617418.1,1349,2,327,327,proteome
XP_015617419.1,1349,2,327,327,proteome
XP_025876967.1,1349,2,327,327,proteome
XP_025878724.1,1348,2,326,326,proteome
XP_015617420.1,1347,2,325,325,proteome
XP_025875711.1,1347,2,325,325,proteome
XP_025877172.1,1347,2,325,325,proteome
XP_015618260.1,1346,2,324,324,proteome
XP_015618261.1,1346,2,324,324,proteome
XP_015640333.1,1346,2,324,324,proteome
XP_025880789.1,1345,2,323,323,proteome
XP_025882720.1,1345,2,323,323,proteome
XP_015621099.1,1344,2,322,322,proteome
XP_015621100.1,1344,2,322,322,proteome
XP_015621101.1,1344,2,322,322,proteome
XP_015650392.1,1344,2,322,322,proteome
XP_015615540.1,1343,2,321,321,proteome
XP_015617121.1,1343,2,321,321,proteome
XP_015647571.1,1343,2,321,321,proteome
XP_015631368.1,1342,2,320,320,proteome
XP_015639597.1,1341,2,319,319,proteome
XP_015647065.1,1341,2,319,319,proteome
XP_015631636.1,1340,2,318,318,proteome
XP_015646112.2,1340,2,318,318,proteome
XP_025881783.1,1340,2,318,318,proteome
XP_015626168.1,1339,2,317,317,proteome
XP_015625462.1,1338,2,316,316,proteome
XP_015624059.1,1337,2,315,315,proteome
XP_025879577.1,1335,2,313,313,proteome
XP_015617422.1,1334,2,312,312,proteome
XP_015643577.1,1334,2,312,312,proteome
XP_015646417.1,1334,2,312,312,proteome
XP_015649279.1,1334,2,312,312,proteome
XP_015616244.2,1333,2,311,311,proteome
XP_015649829.1,1333,2,311,311,proteome
XP_015617423.1,1332,2,310,310,proteome
XP_015628841.2,1331,2,309,309,proteome
XP_015632593.1,1331,2,309,309,proteome
XP_015632594.1,1328,2,306,306,proteome
XP_015611120.1,1327,2,305,305,proteome
XP_015631624.1,1326,2,304,304,proteome
XP_015633193.1,1326,2,304,304,proteome
XP_015645011.1,1325,2,303,303,proteome
XP_015649181.1,1325,2,303,303,proteome
XP_015617020.1,1324,2,302,302,proteome
XP_015632485.1,1324,2,302,302,proteome
XP_015632486.1,1324,2,302,302,proteome
XP_015632488.1,1324,2,302,302,proteome
XP_015640039.1,1321,2,299,299,proteome
XP_015631106.1,1320,2,298,298,proteome
XP_015641513.2,1320,2,298,298,proteome
XP_015649820.1,1320,2,298,298,proteome
XP_015636539.1,1319,2,297,297,proteome
XP_015639449.1,1319,2,297,297,proteome
XP_025882847.1,1319,2,297,297,proteome
XP_015631107.1,1318,2,296,296,proteome
XP_015631108.1,1318,2,296,296,proteome
XP_015637054.1,1318,2,296,296,proteome
XP_015620171.1,1317,2,295,295,proteome
XP_015647239.1,1317,2,295,295,proteome
XP_025883229.1,1317,2,295,295,proteome
XP_015623859.1,1316,2,294,294,proteome
XP_015626780.1,1316,2,294,294,proteome
XP_025881365.1,1316,2,294,294,proteome
XP_015632595.1,1315,2,293,293,proteome
XP_015647066.1,1315,2,293,293,proteome
XP_015620172.1,1313,2,291,291,proteome
XP_015650580.1,1313,2,291,291,proteome
XP_015650582.1,1312,2,290,290,proteome
XP_015650583.1,1312,2,290,290,proteome
XP_015649940.1,1311,2,289,289,proteome
XP_015649941.1,1311,2,289,289,proteome
XP_015649942.1,1311,2,289,289,proteome
XP_015650584.1,1311,2,289,289,proteome
XP_025881089.1,1310,2,288,288,proteome
XP_015617810.1,1309,2,287,287,proteome
XP_015625598.1,1309,2,287,287,proteome
XP_015630609.1,1308,2,286,286,proteome
XP_015616460.1,1307,2,285,285,proteome
XP_015639566.1,1307,2,285,285,proteome
XP_015639221.1,1306,2,284,284,proteome
XP_015643578.1,1306,2,284,284,proteome
XP_015611956.1,1305,2,283,283,proteome
XP_015625359.1,1305,2,283,283,proteome
XP_015626773.1,1305,2,283,283,proteome
XP_015614168.1,1304,2,282,282,proteome
XP_015632113.2,1304,2,282,282,proteome
XP_015633219.1,1303,2,281,281,proteome
XP_015643465.1,1303,2,281,281,proteome
XP_025882848.1,1303,2,281,281,proteome
XP_015644098.1,1302,2,280,280,proteome
XP_025882112.1,1302,2,280,280,proteome
XP_015613826.1,1301,2,279,279,proteome
XP_015640331.1,1301,2,279,279,proteome
XP_015631187.1,1300,2,278,278,proteome
XP_015631436.1,1299,2,277,277,proteome
XP_015611255.1,1298,2,276,276,proteome
XP_015620388.1,1298,2,276,276,proteome
XP_015620389.1,1298,2,276,276,proteome
XP_015647539.1,1298,2,276,276,proteome
XP_015614492.1,1297,2,275,275,proteome
XP_015644099.1,1297,2,275,275,proteome
XP_015636869.1,1296,2,274,274,proteome
XP_015622427.1,1294,2,272,272,proteome
XP_015622428.1,1294,2,272,272,proteome
XP_025878220.1,1294,2,272,272,proteome
XP_015619205.1,1293,2,271,271,proteome
XP_015636550.1,1293,2,271,271,proteome
XP_015651110.1,1293,2,271,271,proteome
XP_015619206.1,1292,2,270,270,proteome
XP_015627252.2,1292,2,270,270,proteome
XP_015648096.1,1292,2,270,270,proteome
XP_015648097.1,1292,2,270,270,proteome
XP_025876035.1,1292,2,270,270,proteome
XP_025879481.1,1292,2,270,270,proteome
XP_025880238.1,1292,2,270,270,proteome
XP_025883407.1,1292,2,270,270,proteome
XP_015640224.1,1291,2,269,269,proteome
XP_015632056.1,1290,2,268,268,proteome
XP_015643014.1,1290,2,268,268,proteome
XP_015646387.1,1290,2,268,268,proteome
XP_015646397.1,1290,2,268,268,proteome
XP_025877400.1,1290,2,268,268,proteome
XP_015611126.1,1289,2,267,267,proteome
XP_015639685.1,1289,2,267,267,proteome
XP_015650068.1,1289,2,267,267,proteome
XP_025876036.1,1289,2,267,267,proteome
XP_015618715.1,1288,2,266,266,proteome
XP_015641736.1,1288,2,266,266,proteome
XP_025877338.1,1288,2,266,266,proteome
XP_025877342.1,1288,2,266,266,proteome
XP_025882389.1,1288,2,266,266,proteome
XP_015635684.1,1287,2,265,265,proteome
XP_015621377.1,1286,2,264,264,proteome
XP_015631007.1,1286,2,264,264,proteome
XP_015641737.1,1286,2,264,264,proteome
XP_015643402.1,1286,2,264,264,proteome
XP_015612048.1,1285,2,263,263,proteome
XP_015612057.1,1285,2,263,263,proteome
XP_015612066.1,1285,2,263,263,proteome
XP_015614514.1,1285,2,263,263,proteome
XP_015623455.1,1284,2,262,262,proteome
XP_025876272.1,1284,2,262,262,proteome
XP_015611811.1,1283,2,261,261,proteome
XP_015625355.1,1283,2,261,261,proteome
XP_025875872.1,1283,2,261,261,proteome
XP_015650657.2,1282,2,260,260,proteome
XP_025880295.1,1282,2,260,260,proteome
XP_015622783.1,1281,2,259,259,proteome
XP_015634569.1,1281,2,259,259,proteome
XP_015646676.1,1281,2,259,259,proteome
XP_015646967.1,1281,2,259,259,proteome
XP_025880296.1,1281,2,259,259,proteome
XP_025882606.1,1281,2,259,259,proteome
XP_015632489.1,1280,2,258,258,proteome
XP_015647213.1,1280,2,258,258,proteome
XP_015648344.1,1280,2,258,258,proteome
XP_025877240.1,1280,2,258,258,proteome
XP_025880297.1,1280,2,258,258,proteome
XP_015626984.1,1279,2,257,257,proteome
XP_015631968.1,1279,2,257,257,proteome
XP_025883232.1,1279,2,257,257,proteome
XP_015647159.1,1278,2,256,256,proteome
XP_015616250.1,1277,2,255,255,proteome
XP_015622301.1,1277,2,255,255,proteome
XP_015622784.1,1277,2,255,255,proteome
XP_015622785.1,1277,2,255,255,proteome
XP_015646969.1,1277,2,255,255,proteome
XP_025876736.1,1277,2,255,255,proteome
XP_025876737.1,1277,2,255,255,proteome
XP_025876738.1,1277,2,255,255,proteome
XP_025877244.1,1277,2,255,255,proteome
XP_015621172.1,1276,2,254,254,proteome
XP_015629597.1,1275,2,253,253,proteome
XP_015647858.1,1275,2,253,253,proteome
XP_015650069.1,1275,2,253,253,proteome
XP_015617089.1,1274,2,252,252,proteome
XP_015643846.1,1273,2,251,251,proteome
XP_015646970.1,1273,2,251,251,proteome
XP_015614441.1,1272,2,250,250,proteome
XP_015617180.1,1272,2,250,250,proteome
XP_015626960.1,1272,2,250,250,proteome
XP_015630852.1,1272,2,250,250,proteome
XP_015636870.1,1272,2,250,250,proteome
XP_025878677.1,1272,2,250,250,proteome
XP_015614510.1,1271,2,249,249,proteome
XP_015620087.1,1271,2,249,249,proteome
XP_015620088.1,1271,2,249,249,proteome
XP_015620089.1,1271,2,249,249,proteome
XP_015634566.1,1271,2,249,249,proteome
XP_015614414.1,1270,2,248,248,proteome
XP_025875880.1,1270,2,248,248,proteome
XP_025876880.1,1270,2,248,248,proteome
XP_015631570.1,1269,2,247,247,proteome
XP_015631571.1,1269,2,247,247,proteome
XP_015631575.1,1269,2,247,247,proteome
XP_015631576.1,1269,2,247,247,proteome
XP_015631577.1,1269,2,247,247,proteome
XP_015631578.1,1269,2,247,247,proteome
XP_025878574.1,1269,2,247,247,proteome
XP_025879489.1,1269,2,247,247,proteome
XP_025879490.1,1269,2,247,247,proteome
XP_025879491.1,1269,2,247,247,proteome
XP_025879492.1,1269,2,247,247,proteome
XP_025879494.1,1269,2,247,247,proteome
XP_025879495.1,1269,2,247,247,proteome
XP_025879496.1,1269,2,247,247,proteome
XP_015619690.1,1268,2,246,246,proteome
XP_015619691.1,1268,2,246,246,proteome
XP_015633643.1,1268,2,246,246,proteome
XP_015636531.1,1268,2,246,246,proteome
XP_025875881.1,1268,2,246,246,proteome
XP_015622128.1,1267,2,245,245,proteome
XP_015638148.1,1267,2,245,245,proteome
XP_015627331.1,1266,2,244,244,proteome
XP_015627989.1,1266,2,244,244,proteome
XP_015629565.1,1266,2,244,244,proteome
XP_015623546.1,1265,2,243,243,proteome
XP_015639196.1,1265,2,243,243,proteome
XP_015623777.1,1264,2,242,242,proteome
XP_015640429.1,1262,2,240,240,proteome
XP_015615069.1,1261,2,239,239,proteome
XP_015615111.1,1261,2,239,239,proteome
XP_015622085.1,1261,2,239,239,proteome
XP_015639513.1,1261,2,239,239,proteome
XP_015637815.1,1260,2,238,238,proteome
XP_015643261.1,1260,2,238,238,proteome
XP_015620285.1,1259,2,237,237,proteome
XP_015620669.1,1259,2,237,237,proteome
XP_015633529.1,1259,2,237,237,proteome
XP_015640523.1,1259,2,237,237,proteome
XP_015640524.1,1259,2,237,237,proteome
XP_015650232.1,1257,2,235,235,proteome
XP_015650241.1,1257,2,235,235,proteome
XP_015650257.1,1257,2,235,235,proteome
XP_015630803.1,1256,2,234,234,proteome
XP_015631739.1,1256,2,234,234,proteome
XP_015646971.1,1256,2,234,234,proteome
XP_025882849.1,1256,2,234,234,proteome
XP_015616228.1,1255,2,233,233,proteome
XP_015650328.1,1254,2,232,232,proteome
XP_025877344.1,1254,2,232,232,proteome
XP_015614169.1,1252,2,230,230,proteome
XP_015636222.1,1252,2,230,230,proteome
XP_015646537.1,1252,2,230,230,proteome
XP_015650269.1,1252,2,230,230,proteome
XP_015622983.1,1251,2,229,229,proteome
XP_015637043.1,1251,2,229,229,proteome
XP_015639572.1,1251,2,229,229,proteome
XP_015639573.1,1251,2,229,229,proteome
XP_015622984.1,1250,2,228,228,proteome
XP_015631508.1,1250,2,228,228,proteome
XP_015647743.1,1250,2,228,228,proteome
XP_025879148.1,1250,2,228,228,proteome
XP_015632827.1,1249,2,227,227,proteome
XP_015636330.1,1249,2,227,227,proteome
XP_015650277.1,1249,2,227,227,proteome
XP_015622786.1,1248,2,226,226,proteome
XP_015625367.1,1248,2,226,226,proteome
XP_015636331.1,1248,2,226,226,proteome
XP_015636574.1,1248,2,226,226,proteome
XP_015643015.1,1248,2,226,226,proteome
XP_025877226.1,1248,2,226,226,proteome
XP_015618956.1,1247,2,225,225,proteome
XP_015643188.1,1247,2,225,225,proteome
XP_015637441.1,1246,2,224,224,proteome
XP_015643311.1,1246,2,224,224,proteome
XP_015644079.1,1246,2,224,224,proteome
XP_025877420.1,1246,2,224,224,proteome
XP_015618908.1,1245,2,223,223,proteome
XP_015620114.1,1245,2,223,223,proteome
XP_015625016.1,1245,2,223,223,proteome
XP_015646459.1,1245,2,223,223,proteome
XP_015648872.1,1244,2,222,222,proteome
XP_015614500.1,1243,2,221,221,proteome
XP_015625026.1,1243,2,221,221,proteome
XP_025878940.1,1243,2,221,221,proteome
XP_025878941.1,1243,2,221,221,proteome
XP_025878942.1,1243,2,221,221,proteome
XP_025878943.1,1243,2,221,221,proteome
XP_025878944.1,1243,2,221,221,proteome
XP_025878945.1,1243,2,221,221,proteome
XP_015614941.2,1242,2,220,220,proteome
XP_015620951.1,1242,2,220,220,proteome
XP_015620952.1,1241,2,219,219,proteome
XP_015639451.1,1241,2,219,219,proteome
XP_025877869.1,1241,2,219,219,proteome
XP_015616232.1,1240,2,218,218,proteome
XP_015626249.1,1240,2,218,218,proteome
XP_015646538.1,1240,2,218,218,proteome
XP_025879497.1,1240,2,218,218,proteome
XP_015624409.1,1239,2,217,217,proteome
XP_015635948.1,1239,2,217,217,proteome
XP_015635949.1,1239,2,217,217,proteome
XP_015635950.1,1239,2,217,217,proteome
XP_015635953.1,1239,2,217,217,proteome
XP_015635954.1,1239,2,217,217,proteome
XP_015637971.1,1239,2,217,217,proteome
XP_015618914.1,1238,2,216,216,proteome
XP_015639402.1,1238,2,216,216,proteome
XP_025881579.1,1237,2,215,215,proteome
XP_015616458.1,1236,2,214,214,proteome
XP_025881572.1,1236,2,214,214,proteome
XP_015610843.1,1235,2,213,213,proteome
XP_015614205.1,1234,2,212,212,proteome
XP_015620953.1,1234,2,212,212,proteome
XP_015625882.1,1234,2,212,212,proteome
XP_025877321.1,1234,2,212,212,proteome
XP_015617200.1,1233,2,211,211,proteome
XP_015647402.2,1233,2,211,211,proteome
XP_015618699.1,1232,2,210,210,proteome
XP_025877368.1,1232,2,210,210,proteome
XP_015617694.1,1231,2,209,209,proteome
XP_015635455.1,1231,2,209,209,proteome
XP_015636332.1,1231,2,209,209,proteome
XP_015631224.1,1229,2,207,207,proteome
XP_015631226.1,1229,2,207,207,proteome
XP_015646632.1,1229,2,207,207,proteome
XP_015647242.1,1229,2,207,207,proteome
XP_025879328.1,1229,2,207,207,proteome
XP_025879553.1,1229,2,207,207,proteome
XP_025882781.1,1229,2,207,207,proteome
XP_015616236.1,1228,2,206,206,proteome
XP_015631437.1,1228,2,206,206,proteome
XP_015632828.1,1228,2,206,206,proteome
XP_015647243.1,1227,2,205,205,proteome
XP_015650886.1,1226,2,204,204,proteome
XP_025875626.1,1226,2,204,204,proteome
XP_015620286.1,1225,2,203,203,proteome
XP_025876222.1,1225,2,203,203,proteome
XP_015622469.1,1224,2,202,202,proteome
XP_015619708.1,1223,2,201,201,proteome
XP_015620390.1,1222,2,200,200,proteome
XP_015631661.1,1222,2,200,200,proteome
XP_015636333.1,1222,2,200,200,proteome
XP_015643753.1,1222,2,200,200,proteome
XP_025877508.1,1222,2,200,200,proteome
XP_015614503.1,1220,2,198,198,proteome
XP_015646837.1,1219,2,197,197,proteome
XP_015646839.1,1219,2,197,197,proteome
XP_025875929.1,1219,2,197,197,proteome
XP_015611836.1,1218,2,196,196,proteome
XP_015612995.1,1218,2,196,196,proteome
XP_015622237.1,1218,2,196,196,proteome
XP_015626379.1,1218,2,196,196,proteome
XP_015631030.1,1218,2,196,196,proteome
XP_015631140.1,1218,2,196,196,proteome
XP_015643809.1,1218,2,196,196,proteome
XP_025882045.1,1218,2,196,196,proteome
XP_015649424.1,1217,2,195,195,proteome
XP_015649429.1,1217,2,195,195,proteome
XP_015626998.1,1216,2,194,194,proteome
XP_015626999.1,1216,2,194,194,proteome
XP_015627000.1,1216,2,194,194,proteome
XP_015627001.1,1216,2,194,194,proteome
XP_015627002.1,1216,2,194,194,proteome
XP_015627003.1,1216,2,194,194,proteome
XP_015627004.1,1216,2,194,194,proteome
XP_015627005.1,1216,2,194,194,proteome
XP_015627006.1,1216,2,194,194,proteome
XP_015636215.1,1216,2,194,194,proteome
XP_015637824.1,1216,2,194,194,proteome
XP_025879037.1,1216,2,194,194,proteome
XP_015620379.1,1215,2,193,193,proteome
XP_025880126.1,1215,2,193,193,proteome
XP_025882624.1,1215,2,193,193,proteome
XP_015612606.1,1214,2,192,192,proteome
XP_015623657.1,1214,2,192,192,proteome
XP_015639096.1,1214,2,192,192,proteome
XP_015650921.1,1214,2,192,192,proteome
XP_015614138.1,1213,2,191,191,proteome
XP_015616238.1,1213,2,191,191,proteome
XP_015639097.1,1213,2,191,191,proteome
XP_025877546.1,1212,2,190,190,proteome
XP_025877547.1,1212,2,190,190,proteome
XP_025877548.1,1212,2,190,190,proteome
XP_025877549.1,1212,2,190,190,proteome
XP_025877550.1,1212,2,190,190,proteome
XP_025877551.1,1212,2,190,190,proteome
XP_025877552.1,1212,2,190,190,proteome
XP_025877553.1,1212,2,190,190,proteome
XP_025877554.1,1212,2,190,190,proteome
XP_015611213.1,1211,2,189,189,proteome
XP_015640174.1,1210,2,188,188,proteome
XP_015646000.1,1210,2,188,188,proteome
XP_015647244.1,1210,2,188,188,proteome
XP_015647245.1,1210,2,188,188,proteome
XP_015649357.1,1210,2,188,188,proteome
XP_015636789.1,1209,2,187,187,proteome
XP_015644380.1,1209,2,187,187,proteome
XP_015644381.1,1209,2,187,187,proteome
XP_025882142.1,1209,2,187,187,proteome
XP_015617126.1,1208,2,186,186,proteome
XP_015620287.1,1207,2,185,185,proteome
XP_015626858.1,1207,2,185,185,proteome
XP_015639108.1,1207,2,185,185,proteome
XP_015643330.1,1207,2,185,185,proteome
XP_025879600.1,1207,2,185,185,proteome
XP_015620009.1,1206,2,184,184,proteome
XP_015629710.1,1206,2,184,184,proteome
XP_015629712.1,1206,2,184,184,proteome
XP_015630903.1,1206,2,184,184,proteome
XP_025880208.1,1206,2,184,184,proteome
XP_015620960.1,1205,2,183,183,proteome
XP_015620961.1,1205,2,183,183,proteome
XP_015620962.1,1205,2,183,183,proteome
XP_015620963.1,1205,2,183,183,proteome
XP_015620964.1,1205,2,183,183,proteome
XP_015620965.1,1205,2,183,183,proteome
XP_015649572.1,1205,2,183,183,proteome
XP_015621216.1,1204,2,182,182,proteome
XP_015626440.1,1204,2,182,182,proteome
XP_025878290.1,1204,2,182,182,proteome
XP_025878937.1,1204,2,182,182,proteome
XP_025882535.1,1204,2,182,182,proteome
XP_015630920.1,1203,2,181,181,proteome
XP_015643467.1,1203,2,181,181,proteome
XP_015644382.1,1203,2,181,181,proteome
XP_015644383.1,1203,2,181,181,proteome
XP_015644384.1,1203,2,181,181,proteome
XP_015647246.1,1203,2,181,181,proteome
XP_015644601.1,1202,2,180,180,proteome
XP_015612569.1,1201,2,179,179,proteome
XP_015615335.1,1201,2,179,179,proteome
XP_015615336.1,1201,2,179,179,proteome
XP_015630921.1,1201,2,179,179,proteome
XP_015635746.1,1201,2,179,179,proteome
XP_015614390.1,1200,2,178,178,proteome
XP_015617274.1,1200,2,178,178,proteome
XP_015646889.1,1200,2,178,178,proteome
XP_015648511.1,1200,2,178,178,proteome
XP_025877036.1,1200,2,178,178,proteome
XP_015611230.1,1198,2,176,176,proteome
XP_015611561.1,1198,2,176,176,proteome
XP_015611966.1,1198,2,176,176,proteome
XP_015636703.1,1198,2,176,176,proteome
XP_025880790.1,1198,2,176,176,proteome
XP_025877363.1,1197,2,175,175,proteome
XP_025880618.1,1197,2,175,175,proteome
XP_025879635.1,1196,2,174,174,proteome
XP_015612513.1,1194,2,172,172,proteome
