protein_id,length,n_windows,last_window_start,residues_lost_by_truncation,source
NP_187917.3,1493,2,471,471,proteome
NP_196049.1,1493,2,471,471,proteome
NP_001190898.1,1492,2,470,470,proteome
NP_001327776.1,1492,2,470,470,proteome
NP_174063.4,1492,2,470,470,proteome
NP_001185083.1,1490,2,468,468,proteome
NP_850575.1,1489,2,467,467,proteome
NP_001318476.1,1488,2,466,466,proteome
NP_001332504.1,1488,2,466,466,proteome
NP_850709.1,1488,2,466,466,proteome
NP_001331961.1,1486,2,464,464,proteome
NP_001325039.1,1485,2,463,463,proteome
NP_001331336.1,1485,2,463,463,proteome
NP_001331337.1,1485,2,463,463,proteome
NP_001319941.1,1484,2,462,462,proteome
NP_001319661.1,1482,2,460,460,proteome
NP_001325368.1,1482,2,460,460,proteome
NP_001328522.1,1481,2,459,459,proteome
NP_001328568.1,1481,2,459,459,proteome
NP_001328569.1,1481,2,459,459,proteome
NP_191917.3,1481,2,459,459,proteome
NP_001078199.1,1480,2,458,458,proteome
NP_001184937.1,1479,2,457,457,proteome
NP_001184938.1,1479,2,457,457,proteome
NP_001184939.1,1479,2,457,457,proteome
NP_001322077.1,1479,2,457,457,proteome
NP_001330078.1,1477,2,455,455,proteome
NP_564445.1,1477,2,455,455,proteome
NP_001325367.1,1476,2,454,454,proteome
NP_001328523.1,1476,2,454,454,proteome
NP_001332032.1,1476,2,454,454,proteome
NP_189031.1,1473,2,451,451,proteome
NP_001320841.1,1472,2,450,450,proteome
NP_001119400.1,1470,2,448,448,proteome
NP_001319247.1,1470,2,448,448,proteome
NP_001321735.1,1470,2,448,448,proteome
NP_001326629.1,1470,2,448,448,proteome
NP_001327769.1,1470,2,448,448,proteome
NP_176196.1,1469,2,447,447,proteome
NP_199722.2,1469,2,447,447,proteome
NP_001325369.1,1467,2,445,445,proteome
NP_195760.1,1467,2,445,445,proteome
NP_001330014.1,1466,2,444,444,proteome
NP_187916.3,1466,2,444,444,proteome
NP_001154724.1,1465,2,443,443,proteome
NP_195557.2,1465,2,443,443,proteome
NP_001189944.1,1464,2,442,442,proteome
NP_172938.2,1464,2,442,442,proteome
NP_001320899.1,1462,2,440,440,proteome
NP_001328524.1,1462,2,440,440,proteome
NP_001320901.1,1461,2,439,439,proteome
NP_001328525.1,1460,2,438,438,proteome
NP_001326630.1,1459,2,437,437,proteome
NP_176103.2,1459,2,437,437,proteome
NP_172336.4,1458,2,436,436,proteome
NP_001319143.1,1456,2,434,434,proteome
NP_001321920.1,1456,2,434,434,proteome
NP_174686.1,1456,2,434,434,proteome
NP_564706.1,1456,2,434,434,proteome
NP_001328521.1,1455,2,433,433,proteome
NP_001185317.1,1454,2,432,432,proteome
NP_176867.2,1454,2,432,432,proteome
NP_001185298.1,1453,2,431,431,proteome
NP_001318544.1,1453,2,431,431,proteome
NP_176490.2,1453,2,431,431,proteome
NP_181179.2,1453,2,431,431,proteome
NP_188762.3,1453,2,431,431,proteome
NP_191473.2,1453,2,431,431,proteome
NP_001184991.1,1451,2,429,429,proteome
NP_001320612.1,1451,2,429,429,proteome
NP_172851.1,1451,2,429,429,proteome
NP_190916.1,1450,2,428,428,proteome
NP_193428.2,1449,2,427,427,proteome
NP_177666.1,1448,2,426,426,proteome
NP_001329550.1,1446,2,424,424,proteome
NP_001331134.1,1446,2,424,424,proteome
NP_192866.1,1446,2,424,424,proteome
NP_196440.1,1445,2,423,423,proteome
NP_001318705.1,1443,2,421,421,proteome
NP_198766.1,1443,2,421,421,proteome
NP_001323599.1,1442,2,420,420,proteome
NP_001325068.1,1442,2,420,420,proteome
NP_172973.1,1442,2,420,420,proteome
NP_199979.2,1442,2,420,420,proteome
NP_001328022.1,1440,2,418,418,proteome
NP_188439.2,1440,2,418,418,proteome
NP_001320709.1,1439,2,417,417,proteome
NP_849997.2,1439,2,417,417,proteome
NP_001118686.1,1438,2,416,416,proteome
NP_001324608.1,1438,2,416,416,proteome
NP_001319970.1,1437,2,415,415,proteome
NP_001190893.1,1432,2,410,410,proteome
NP_001190894.1,1432,2,410,410,proteome
NP_567910.1,1432,2,410,410,proteome
NP_001331416.1,1431,2,409,409,proteome
NP_001331415.1,1430,2,408,408,proteome
NP_001329721.1,1428,2,406,406,proteome
NP_001326481.1,1427,2,405,405,proteome
NP_194199.4,1427,2,405,405,proteome
NP_001323940.1,1426,2,404,404,proteome
NP_180555.2,1426,2,404,404,proteome
NP_001321109.1,1425,2,403,403,proteome
NP_181056.2,1425,2,403,403,proteome
NP_001185421.1,1424,2,402,402,proteome
NP_001321107.1,1424,2,402,402,proteome
NP_188064.1,1424,2,402,402,proteome
NP_173005.1,1423,2,401,401,proteome
NP_001329411.1,1422,2,400,400,proteome
NP_195370.5,1422,2,400,400,proteome
NP_199513.2,1421,2,399,399,proteome
NP_180259.1,1420,2,398,398,proteome
NP_001190068.1,1419,2,397,397,proteome
NP_196731.2,1419,2,397,397,proteome
NP_001319673.1,1418,2,396,396,proteome
NP_176102.1,1417,2,395,395,proteome
NP_566543.1,1416,2,394,394,proteome
NP_001190114.1,1415,2,393,393,proteome
NP_001329062.1,1413,2,391,391,proteome
NP_181265.1,1413,2,391,391,proteome
NP_001329059.1,1412,2,390,390,proteome
NP_001329061.1,1412,2,390,390,proteome
NP_001189911.1,1411,2,389,389,proteome
NP_001185420.1,1410,2,388,388,proteome
NP_001323937.1,1410,2,388,388,proteome
NP_001324293.1,1410,2,388,388,proteome
NP_001325687.1,1410,2,388,388,proteome
NP_172040.2,1410,2,388,388,proteome
NP_191092.1,1408,2,386,386,proteome
NP_001190066.1,1407,2,385,385,proteome
NP_177566.3,1407,2,385,385,proteome
NP_181480.1,1407,2,385,385,proteome
NP_001030896.1,1405,2,383,383,proteome
NP_174804.4,1405,2,383,383,proteome
NP_178811.7,1404,2,382,382,proteome
NP_193097.1,1404,2,382,382,proteome
NP_849398.1,1404,2,382,382,proteome
NP_001319396.1,1403,2,381,381,proteome
NP_001319823.1,1403,2,381,381,proteome
NP_001326448.1,1403,2,381,381,proteome
NP_001326601.1,1403,2,381,381,proteome
NP_001326602.1,1403,2,381,381,proteome
NP_190782.3,1403,2,381,381,proteome
NP_001323936.1,1401,2,379,379,proteome
NP_001324292.1,1401,2,379,379,proteome
NP_001319944.1,1400,2,378,378,proteome
NP_193258.3,1400,2,378,378,proteome
NP_564971.2,1400,2,378,378,proteome
NP_001318975.1,1399,2,377,377,proteome
NP_001320611.1,1399,2,377,377,proteome
NP_001325603.1,1399,2,377,377,proteome
NP_181378.2,1399,2,377,377,proteome
NP_194947.2,1399,2,377,377,proteome
NP_563877.1,1399,2,377,377,proteome
NP_001329357.1,1397,2,375,375,proteome
NP_001031485.1,1396,2,374,374,proteome
NP_001190067.1,1396,2,374,374,proteome
NP_001321769.1,1396,2,374,374,proteome
NP_176845.2,1396,2,374,374,proteome
NP_191265.2,1396,2,374,374,proteome
NP_001322560.1,1394,2,372,372,proteome
NP_001329359.1,1394,2,372,372,proteome
NP_001329360.1,1394,2,372,372,proteome
NP_001329363.1,1394,2,372,372,proteome
NP_001329364.1,1394,2,372,372,proteome
NP_001329365.1,1394,2,372,372,proteome
NP_001185028.1,1393,2,371,371,proteome
NP_181190.3,1393,2,371,371,proteome
NP_001319945.1,1392,2,370,370,proteome
NP_001322559.1,1392,2,370,370,proteome
NP_001322562.1,1392,2,370,370,proteome
NP_001330848.1,1392,2,370,370,proteome
NP_197706.1,1392,2,370,370,proteome
NP_001190573.1,1391,2,369,369,proteome
NP_001185141.1,1390,2,368,368,proteome
NP_177536.2,1390,2,368,368,proteome
NP_680692.1,1390,2,368,368,proteome
NP_680694.3,1390,2,368,368,proteome
NP_001320965.1,1389,2,367,367,proteome
NP_001324922.1,1389,2,367,367,proteome
NP_001331192.1,1389,2,367,367,proteome
NP_001189798.1,1388,2,366,366,proteome
NP_001318731.1,1388,2,366,366,proteome
NP_001330664.1,1388,2,366,366,proteome
NP_001330665.1,1388,2,366,366,proteome
NP_001330666.1,1388,2,366,366,proteome
NP_001330667.1,1388,2,366,366,proteome
NP_001330668.1,1388,2,366,366,proteome
NP_001330669.1,1388,2,366,366,proteome
NP_001330670.1,1388,2,366,366,proteome
NP_566199.4,1388,2,366,366,proteome
NP_001329060.1,1387,2,365,365,proteome
NP_001329358.1,1387,2,365,365,proteome
NP_001329361.1,1387,2,365,365,proteome
NP_001329362.1,1387,2,365,365,proteome
NP_001329366.1,1387,2,365,365,proteome
NP_001324491.1,1386,2,364,364,proteome
NP_001329706.1,1385,2,363,363,proteome
NP_001154372.1,1384,2,362,362,proteome
NP_001324291.1,1384,2,362,362,proteome
NP_174037.3,1384,2,362,362,proteome
NP_565587.1,1384,2,362,362,proteome
NP_001329435.1,1383,2,361,361,proteome
NP_001189585.1,1382,2,360,360,proteome
NP_001190737.1,1382,2,360,360,proteome
NP_001324204.1,1382,2,360,360,proteome
NP_001324207.1,1382,2,360,360,proteome
NP_196867.1,1381,2,359,359,proteome
NP_001323125.1,1380,2,358,358,proteome
NP_193817.2,1380,2,358,358,proteome
NP_200365.1,1380,2,358,358,proteome
NP_001327770.1,1379,2,357,357,proteome
NP_001327782.1,1379,2,357,357,proteome
NP_187802.2,1379,2,357,357,proteome
NP_680129.1,1378,2,356,356,proteome
NP_197859.4,1377,2,355,355,proteome
NP_001190004.1,1376,2,354,354,proteome
NP_051049.1,1376,2,354,354,proteome
NP_200812.2,1376,2,354,354,proteome
NP_177903.5,1375,2,353,353,proteome
NP_179954.2,1375,2,353,353,proteome
NP_197462.1,1375,2,353,353,proteome
NP_001078101.1,1374,2,352,352,proteome
NP_001117303.1,1374,2,352,352,proteome
NP_001185422.1,1374,2,352,352,proteome
NP_001328019.1,1374,2,352,352,proteome
NP_001329430.1,1374,2,352,352,proteome
NP_173263.2,1373,2,351,351,proteome
NP_186781.4,1372,2,350,350,proteome
NP_851133.1,1372,2,350,350,proteome
NP_001322314.1,1371,2,349,349,proteome
NP_001329037.1,1370,2,348,348,proteome
NP_001329043.1,1370,2,348,348,proteome
NP_187962.1,1368,2,346,346,proteome
NP_568407.2,1368,2,346,346,proteome
NP_851049.1,1368,2,346,346,proteome
NP_187455.1,1367,2,345,345,proteome
NP_197006.2,1367,2,345,345,proteome
NP_564891.4,1367,2,345,345,proteome
NP_001321151.1,1366,2,344,344,proteome
NP_197371.2,1366,2,344,344,proteome
NP_850485.2,1366,2,344,344,proteome
NP_001323127.1,1365,2,343,343,proteome
NP_001327783.1,1365,2,343,343,proteome
NP_001321108.1,1364,2,342,342,proteome
NP_001322662.1,1364,2,342,342,proteome
NP_001329038.1,1364,2,342,342,proteome
NP_001329042.1,1364,2,342,342,proteome
NP_173521.2,1364,2,342,342,proteome
NP_001318753.1,1361,2,339,339,proteome
NP_001329719.1,1361,2,339,339,proteome
NP_195215.2,1361,2,339,339,proteome
NP_199560.1,1361,2,339,339,proteome
NP_001189789.1,1360,2,338,338,proteome
NP_680116.2,1360,2,338,338,proteome
NP_001328021.1,1359,2,337,337,proteome
NP_001154659.1,1358,2,336,336,proteome
NP_001321150.1,1357,2,335,335,proteome
NP_001331191.1,1357,2,335,335,proteome
NP_001190311.1,1355,2,333,333,proteome
NP_179297.2,1355,2,333,333,proteome
NP_001330366.1,1353,2,331,331,proteome
NP_195216.2,1353,2,331,331,proteome
NP_199463.1,1353,2,331,331,proteome
NP_001185288.2,1352,2,330,330,proteome
NP_001190972.1,1352,2,330,330,proteome
NP_001325813.1,1352,2,330,330,proteome
NP_001328020.1,1350,2,328,328,proteome
NP_199559.1,1350,2,328,328,proteome
NP_001323432.1,1348,2,326,326,proteome
NP_001324312.1,1348,2,326,326,proteome
NP_001324315.1,1348,2,326,326,proteome
NP_190280.5,1347,2,325,325,proteome
NP_191866.3,1347,2,325,325,proteome
NP_001190590.1,1346,2,324,324,proteome
NP_001322661.1,1345,2,323,323,proteome
NP_176681.4,1345,2,323,323,proteome
NP_189790.2,1345,2,323,323,proteome
NP_001320963.1,1344,2,322,322,proteome
NP_001321332.1,1344,2,322,322,proteome
NP_187938.2,1344,2,322,322,proteome
NP_199318.2,1344,2,322,322,proteome
NP_566335.1,1344,2,322,322,proteome
NP_001325069.1,1343,2,321,321,proteome
NP_001326459.1,1343,2,321,321,proteome
NP_001190328.1,1342,2,320,320,proteome
NP_001318590.1,1342,2,320,320,proteome
NP_001320964.1,1342,2,320,320,proteome
NP_197293.1,1342,2,320,320,proteome
NP_001322933.1,1341,2,319,319,proteome
NP_175246.2,1340,2,318,318,proteome
NP_178414.2,1340,2,318,318,proteome
NP_187937.2,1340,2,318,318,proteome
NP_196044.2,1340,2,318,318,proteome
NP_001330849.1,1339,2,317,317,proteome
NP_001190973.1,1338,2,316,316,proteome
NP_001323398.1,1338,2,316,316,proteome
NP_001324314.1,1338,2,316,316,proteome
NP_001321106.1,1337,2,315,315,proteome
NP_001328232.1,1337,2,315,315,proteome
NP_563711.1,1337,2,315,315,proteome
NP_568072.1,1337,2,315,315,proteome
NP_001323719.1,1336,2,314,314,proteome
NP_001324371.1,1336,2,314,314,proteome
NP_195797.3,1336,2,314,314,proteome
NP_001332385.1,1335,2,313,313,proteome
NP_173030.1,1335,2,313,313,proteome
NP_178040.5,1335,2,313,313,proteome
NP_565741.4,1333,2,311,311,proteome
NP_001077966.1,1332,2,310,310,proteome
NP_001326647.1,1332,2,310,310,proteome
NP_001330424.1,1332,2,310,310,proteome
NP_180283.1,1332,2,310,310,proteome
NP_187612.5,1332,2,310,310,proteome
NP_001322072.1,1331,2,309,309,proteome
NP_001330427.1,1331,2,309,309,proteome
NP_001319933.1,1330,2,308,308,proteome
NP_001322392.1,1330,2,308,308,proteome
NP_001329431.1,1330,2,308,308,proteome
NP_001329434.1,1330,2,308,308,proteome
NP_173829.3,1330,2,308,308,proteome
NP_001330426.1,1329,2,307,307,proteome
NP_192120.4,1329,2,307,307,proteome
NP_850565.1,1329,2,307,307,proteome
NP_001322073.1,1328,2,306,306,proteome
NP_001323938.1,1327,2,305,305,proteome
NP_001185080.1,1326,2,304,304,proteome
NP_001323064.1,1326,2,304,304,proteome
NP_177163.3,1326,2,304,304,proteome
NP_001318342.1,1325,2,303,303,proteome
NP_001319093.1,1325,2,303,303,proteome
NP_001321648.1,1325,2,303,303,proteome
NP_177383.5,1325,2,303,303,proteome
NP_001328800.1,1324,2,302,302,proteome
NP_192116.1,1324,2,302,302,proteome
NP_001325749.1,1323,2,301,301,proteome
NP_001319189.1,1322,2,300,300,proteome
NP_001321239.1,1322,2,300,300,proteome
NP_001329039.1,1322,2,300,300,proteome
NP_001329040.1,1322,2,300,300,proteome
NP_001190656.1,1321,2,299,299,proteome
NP_001328801.1,1321,2,299,299,proteome
NP_189946.1,1321,2,299,299,proteome
NP_187084.6,1320,2,298,298,proteome
NP_001326679.1,1319,2,297,297,proteome
NP_001329041.1,1319,2,297,297,proteome
NP_196872.1,1319,2,297,297,proteome
NP_001320842.1,1318,2,296,296,proteome
NP_001331729.1,1317,2,295,295,proteome
NP_181918.4,1316,2,294,294,proteome
NP_565733.1,1316,2,294,294,proteome
NP_001184943.1,1315,2,293,293,proteome
NP_001324205.1,1315,2,293,293,proteome
NP_001324206.1,1315,2,293,293,proteome
NP_001322878.1,1314,2,292,292,proteome
NP_193324.1,1314,2,292,292,proteome
NP_189009.2,1313,2,291,291,proteome
NP_001320087.1,1311,2,289,289,proteome
NP_001329589.1,1311,2,289,289,proteome
NP_001331731.1,1311,2,289,289,proteome
NP_001332208.1,1311,2,289,289,proteome
NP_188503.2,1311,2,289,289,proteome
NP_194739.1,1311,2,289,289,proteome
NP_197170.3,1311,2,289,289,proteome
NP_001329429.1,1310,2,288,288,proteome
NP_001331309.1,1310,2,288,288,proteome
NP_001327263.1,1309,2,287,287,proteome
NP_187676.1,1309,2,287,287,proteome
NP_189001.1,1309,2,287,287,proteome
NP_193685.6,1309,2,287,287,proteome
NP_850576.1,1309,2,287,287,proteome
NP_192095.2,1308,2,286,286,proteome
NP_849536.1,1308,2,286,286,proteome
NP_001329036.1,1307,2,285,285,proteome
NP_177039.1,1307,2,285,285,proteome
NP_001322142.1,1306,2,284,284,proteome
NP_201247.1,1306,2,284,284,proteome
NP_001319721.1,1305,2,283,283,proteome
NP_001324492.1,1304,2,282,282,proteome
NP_193425.1,1304,2,282,282,proteome
NP_001327687.1,1303,2,281,281,proteome
NP_191728.2,1303,2,281,281,proteome
NP_001326096.1,1302,2,280,280,proteome
NP_001330013.1,1300,2,278,278,proteome
NP_001332386.1,1300,2,278,278,proteome
NP_001323601.1,1299,2,277,277,proteome
NP_850154.2,1299,2,277,277,proteome
NP_001319152.1,1298,2,276,276,proteome
NP_001319691.1,1298,2,276,276,proteome
NP_001190545.1,1297,2,275,275,proteome
NP_001190953.1,1297,2,275,275,proteome
NP_001332152.1,1297,2,275,275,proteome
NP_200350.2,1297,2,275,275,proteome
NP_850237.1,1297,2,275,275,proteome
NP_001318959.1,1296,2,274,274,proteome
NP_001327192.1,1296,2,274,274,proteome
NP_001327193.1,1296,2,274,274,proteome
NP_176860.2,1296,2,274,274,proteome
NP_188412.2,1296,2,274,274,proteome
NP_191774.2,1296,2,274,274,proteome
NP_001321110.1,1295,2,273,273,proteome
NP_001331467.1,1295,2,273,273,proteome
NP_178053.4,1295,2,273,273,proteome
NP_193637.2,1295,2,273,273,proteome
NP_177807.3,1294,2,272,272,proteome
NP_195948.1,1294,2,272,272,proteome
NP_197270.1,1294,2,272,272,proteome
NP_200901.2,1294,2,272,272,proteome
NP_001323077.1,1292,2,270,270,proteome
NP_567423.1,1292,2,270,270,proteome
NP_001332279.1,1291,2,269,269,proteome
NP_199339.2,1288,2,266,266,proteome
NP_001323911.1,1286,2,264,264,proteome
NP_001323914.1,1286,2,264,264,proteome
NP_181228.1,1286,2,264,264,proteome
NP_182223.1,1286,2,264,264,proteome
NP_001329536.1,1284,2,262,262,proteome
NP_194849.3,1284,2,262,262,proteome
NP_001189573.1,1283,2,261,261,proteome
NP_001320977.1,1283,2,261,261,proteome
NP_197342.3,1283,2,261,261,proteome
NP_001319071.1,1282,2,260,260,proteome
NP_974801.2,1282,2,260,260,proteome
NP_001328735.1,1280,2,258,258,proteome
NP_176309.2,1280,2,258,258,proteome
NP_850020.1,1280,2,258,258,proteome
NP_973597.1,1280,2,258,258,proteome
NP_001190497.1,1279,2,257,257,proteome
NP_001184894.1,1278,2,256,256,proteome
NP_001320193.1,1278,2,256,256,proteome
NP_001320195.1,1278,2,256,256,proteome
NP_001322407.1,1278,2,256,256,proteome
NP_001322408.1,1278,2,256,256,proteome
NP_001328878.1,1278,2,256,256,proteome
NP_001328879.1,1278,2,256,256,proteome
NP_001329537.1,1278,2,256,256,proteome
NP_171753.1,1278,2,256,256,proteome
NP_192401.5,1278,2,256,256,proteome
NP_194176.3,1278,2,256,256,proteome
NP_199166.1,1277,2,255,255,proteome
NP_566125.4,1275,2,253,253,proteome
NP_001078565.1,1274,2,252,252,proteome
NP_001331383.1,1274,2,252,252,proteome
NP_192706.5,1274,2,252,252,proteome
NP_001329182.1,1273,2,251,251,proteome
NP_171754.1,1273,2,251,251,proteome
NP_187629.3,1273,2,251,251,proteome
NP_194326.2,1273,2,251,251,proteome
NP_195548.6,1273,2,251,251,proteome
NP_196609.1,1273,2,251,251,proteome
NP_001329551.1,1272,2,250,250,proteome
NP_197132.2,1272,2,250,250,proteome
NP_198793.4,1272,2,250,250,proteome
NP_001318572.1,1271,2,249,249,proteome
NP_001118623.1,1270,2,248,248,proteome
NP_001320184.1,1270,2,248,248,proteome
NP_001184958.1,1269,2,247,247,proteome
NP_001322805.1,1269,2,247,247,proteome
NP_001329029.1,1269,2,247,247,proteome
NP_201232.1,1269,2,247,247,proteome
NP_001328406.1,1268,2,246,246,proteome
NP_001329057.1,1268,2,246,246,proteome
NP_001190676.1,1267,2,245,245,proteome
NP_001328040.1,1267,2,245,245,proteome
NP_001331384.1,1267,2,245,245,proteome
NP_001190628.1,1266,2,244,244,proteome
NP_001318825.1,1266,2,244,244,proteome
NP_198599.1,1266,2,244,244,proteome
NP_001190135.1,1265,2,243,243,proteome
NP_199054.1,1265,2,243,243,proteome
NP_567238.2,1265,2,243,243,proteome
NP_001189833.1,1264,2,242,242,proteome
NP_201349.3,1264,2,242,242,proteome
NP_001078578.1,1263,2,241,241,proteome
NP_189991.2,1263,2,241,241,proteome
NP_001189890.1,1262,2,240,240,proteome
NP_001325510.1,1261,2,239,239,proteome
NP_001329659.1,1261,2,239,239,proteome
NP_187344.5,1261,2,239,239,proteome
NP_197542.1,1261,2,239,239,proteome
NP_199333.1,1261,2,239,239,proteome
NP_001319159.1,1260,2,238,238,proteome
NP_569022.2,1260,2,238,238,proteome
NP_177615.2,1259,2,237,237,proteome
NP_200255.5,1259,2,237,237,proteome
NP_851276.1,1259,2,237,237,proteome
NP_001327911.1,1258,2,236,236,proteome
NP_001325366.1,1257,2,235,235,proteome
NP_181050.1,1257,2,235,235,proteome
NP_001326636.1,1256,2,234,234,proteome
NP_001327910.1,1256,2,234,234,proteome
NP_001327912.1,1256,2,234,234,proteome
NP_189853.1,1256,2,234,234,proteome
NP_001325070.1,1255,2,233,233,proteome
NP_001331320.1,1255,2,233,233,proteome
NP_193913.4,1255,2,233,233,proteome
NP_196805.2,1255,2,233,233,proteome
NP_173325.2,1254,2,232,232,proteome
NP_188457.1,1254,2,232,232,proteome
NP_191633.3,1254,2,232,232,proteome
NP_191760.2,1254,2,232,232,proteome
NP_199512.2,1254,2,232,232,proteome
NP_001327778.1,1253,2,231,231,proteome
NP_190724.1,1253,2,231,231,proteome
NP_671774.4,1253,2,231,231,proteome
NP_001327678.1,1252,2,230,230,proteome
NP_001327686.1,1252,2,230,230,proteome
NP_189528.1,1252,2,230,230,proteome
NP_199283.1,1252,2,230,230,proteome
NP_001190158.1,1251,2,229,229,proteome
NP_001329432.1,1249,2,227,227,proteome
NP_001329433.1,1249,2,227,227,proteome
NP_001330192.1,1249,2,227,227,proteome
NP_193747.2,1249,2,227,227,proteome
NP_850083.1,1249,2,227,227,proteome
NP_001321988.1,1248,2,226,226,proteome
NP_001325667.1,1248,2,226,226,proteome
NP_178075.1,1248,2,226,226,proteome
NP_199466.1,1248,2,226,226,proteome
NP_001185056.1,1247,2,225,225,proteome
NP_001328447.1,1247,2,225,225,proteome
NP_001328448.1,1247,2,225,225,proteome
NP_001328449.1,1247,2,225,225,proteome
NP_001329724.1,1247,2,225,225,proteome
NP_174122.1,1247,2,225,225,proteome
NP_001324142.1,1246,2,224,224,proteome
NP_001328203.1,1246,2,224,224,proteome
NP_171788.3,1246,2,224,224,proteome
NP_174115.1,1245,2,223,223,proteome
NP_197336.4,1245,2,223,223,proteome
NP_001190492.1,1244,2,222,222,proteome
NP_001328967.1,1244,2,222,222,proteome
NP_001328969.1,1244,2,222,222,proteome
NP_001328970.1,1244,2,222,222,proteome
NP_001324213.1,1243,2,221,221,proteome
NP_188006.4,1243,2,221,221,proteome
NP_001319790.1,1242,2,220,220,proteome
NP_001326042.1,1242,2,220,220,proteome
NP_191375.1,1242,2,220,220,proteome
NP_001326041.1,1241,2,219,219,proteome
NP_180912.2,1241,2,219,219,proteome
NP_191500.2,1241,2,219,219,proteome
NP_199671.1,1241,2,219,219,proteome
NP_001319223.1,1240,2,218,218,proteome
NP_001322413.1,1240,2,218,218,proteome
NP_001326420.1,1240,2,218,218,proteome
NP_001326421.1,1240,2,218,218,proteome
NP_175830.1,1240,2,218,218,proteome
NP_189475.1,1240,2,218,218,proteome
NP_189479.1,1240,2,218,218,proteome
NP_850655.1,1240,2,218,218,proteome
NP_001328734.1,1239,2,217,217,proteome
NP_001331730.1,1239,2,217,217,proteome
NP_176638.1,1239,2,217,217,proteome
NP_001318911.1,1238,2,216,216,proteome
NP_001320693.1,1237,2,215,215,proteome
NP_174605.1,1237,2,215,215,proteome
NP_568624.1,1237,2,215,215,proteome
NP_001189679.1,1236,2,214,214,proteome
NP_001323023.1,1236,2,214,214,proteome
NP_001324225.1,1236,2,214,214,proteome
NP_001324226.1,1236,2,214,214,proteome
NP_193539.6,1236,2,214,214,proteome
NP_001031155.4,1235,2,213,213,proteome
NP_001154409.1,1235,2,213,213,proteome
NP_564529.4,1235,2,213,213,proteome
NP_001327264.1,1234,2,212,212,proteome
NP_001328966.1,1234,2,212,212,proteome
NP_192585.1,1234,2,212,212,proteome
NP_001332491.1,1233,2,211,211,proteome
NP_001320526.1,1232,2,210,210,proteome
NP_001322301.1,1232,2,210,210,proteome
NP_001326098.1,1232,2,210,210,proteome
NP_001327369.1,1232,2,210,210,proteome
NP_001320527.1,1231,2,209,209,proteome
NP_199336.1,1231,2,209,209,proteome
NP_001321171.1,1230,2,208,208,proteome
NP_001323234.1,1230,2,208,208,proteome
NP_174461.3,1230,2,208,208,proteome
NP_192092.1,1230,2,208,208,proteome
NP_001327523.1,1229,2,207,207,proteome
NP_192091.1,1229,2,207,207,proteome
NP_851172.1,1229,2,207,207,proteome
NP_001322799.1,1228,2,206,206,proteome
NP_001322800.1,1228,2,206,206,proteome
NP_001326680.1,1228,2,206,206,proteome
NP_177414.1,1228,2,206,206,proteome
NP_189477.4,1228,2,206,206,proteome
NP_195157.2,1228,2,206,206,proteome
NP_001324134.1,1227,2,205,205,proteome
NP_001324639.1,1227,2,205,205,proteome
NP_001327763.1,1227,2,205,205,proteome
NP_172538.1,1227,2,205,205,proteome
NP_191795.1,1227,2,205,205,proteome
NP_197032.1,1227,2,205,205,proteome
NP_001320718.1,1226,2,204,204,proteome
NP_172577.2,1226,2,204,204,proteome
NP_190725.1,1226,2,204,204,proteome
NP_001321141.1,1225,2,203,203,proteome
NP_189480.1,1225,2,203,203,proteome
NP_001322567.1,1224,2,202,202,proteome
NP_001319289.1,1223,2,201,201,proteome
NP_172338.5,1223,2,201,201,proteome
NP_199364.2,1222,2,200,200,proteome
NP_683599.1,1221,2,199,199,proteome
NP_001078755.1,1220,2,198,198,proteome
NP_001189511.1,1220,2,198,198,proteome
NP_001320194.1,1220,2,198,198,proteome
NP_001326097.1,1220,2,198,198,proteome
NP_001328450.1,1220,2,198,198,proteome
NP_001078237.1,1219,2,197,197,proteome
NP_001325878.1,1219,2,197,197,proteome
NP_178360.2,1219,2,197,197,proteome
NP_190053.3,1219,2,197,197,proteome
NP_192938.1,1219,2,197,197,proteome
NP_568851.2,1219,2,197,197,proteome
NP_001117220.2,1218,2,196,196,proteome
NP_001319748.1,1218,2,196,196,proteome
NP_001322556.1,1218,2,196,196,proteome
NP_001322557.1,1218,2,196,196,proteome
NP_001322558.1,1218,2,196,196,proteome
NP_001324706.1,1218,2,196,196,proteome
NP_173582.2,1218,2,196,196,proteome
NP_179734.1,1218,2,196,196,proteome
NP_565285.1,1218,2,196,196,proteome
NP_001030954.1,1217,2,195,195,proteome
NP_001329216.1,1217,2,195,195,proteome
NP_199338.1,1217,2,195,195,proteome
NP_849946.2,1217,2,195,195,proteome
NP_001319028.1,1216,2,194,194,proteome
NP_001320541.1,1216,2,194,194,proteome
NP_001321919.1,1216,2,194,194,proteome
NP_001324268.1,1216,2,194,194,proteome
NP_001324269.1,1216,2,194,194,proteome
NP_173193.2,1216,2,194,194,proteome
NP_176393.1,1216,2,194,194,proteome
NP_001320540.1,1215,2,193,193,proteome
NP_001326040.1,1215,2,193,193,proteome
NP_179024.1,1215,2,193,193,proteome
NP_181727.1,1215,2,193,193,proteome
NP_001319757.1,1214,2,192,192,proteome
NP_001327594.1,1214,2,192,192,proteome
NP_001327611.1,1214,2,192,192,proteome
NP_190049.1,1214,2,192,192,proteome
NP_567015.1,1214,2,192,192,proteome
NP_567016.1,1214,2,192,192,proteome
NP_850654.1,1214,2,192,192,proteome
