pid,score
NP_001318333,0.0
NP_001318334,0.0
NP_001318335,0.0
NP_001318336,0.0
NP_001318337,0.0
NP_001318338,0.0
NP_001318339,0.0
NP_001318340,45.0
NP_001318341,0.0
NP_001318342,54.0
NP_001318343,0.0
NP_001318344,0.0
NP_001318345,0.0
NP_001318346,0.0
NP_001318347,0.0
NP_001318348,0.0
NP_001318349,0.0
NP_001318350,0.0
NP_001318351,0.0
NP_001318352,0.0
NP_001318353,0.0
NP_001318354,0.0
NP_001318355,0.0
NP_001318356,0.0
NP_001318357,0.0
NP_001318358,0.0
NP_001318359,0.0
NP_001318360,0.0
NP_001318361,0.0
NP_001318362,0.0
NP_001318363,0.0
NP_001318364,0.0
NP_001318365,52.0
NP_001318366,52.0
NP_001318367,0.0
NP_001318368,0.0
NP_001318369,0.0
NP_001318370,0.0
NP_001318371,0.0
NP_001318372,0.0
NP_001318373,0.0
NP_001318374,0.0
NP_001318375,0.0
NP_001318376,0.0
NP_001318377,0.0
NP_001318378,0.0
NP_001318379,0.0
NP_001318380,0.0
NP_001318381,0.0
NP_001318382,0.0
NP_001318383,0.0
NP_001318384,53.0
NP_001318385,39.0
NP_001318386,0.0
NP_001318387,0.0
NP_001318388,40.0
NP_001318389,0.0
NP_001318390,0.0
NP_001318391,0.0
NP_001318392,0.0
NP_001318393,0.0
NP_001318394,0.0
NP_001318395,65.0
NP_001318396,0.0
NP_001318397,0.0
NP_001318398,0.0
NP_001318399,0.0
NP_001318400,0.0
NP_001318401,0.0
NP_001318402,0.0
NP_001318403,0.0
NP_001318404,218.0
NP_001318405,0.0
NP_001318406,0.0
NP_001318407,0.0
NP_001318408,621.0
NP_001318409,0.0
NP_001318410,0.0
NP_001318411,0.0
NP_001318412,0.0
NP_001318413,0.0
NP_001318414,0.0
NP_001318415,0.0
NP_001318416,0.0
NP_001318417,405.0
NP_001318418,0.0
NP_001318419,0.0
NP_001318420,0.0
NP_001318421,0.0
NP_001318422,0.0
NP_001318423,0.0
NP_001318424,0.0
NP_001318425,0.0
NP_001318426,0.0
NP_001318427,0.0
NP_001318428,0.0
NP_001318429,47.0
NP_001318430,0.0
NP_001318431,0.0
NP_001318432,50.0
NP_001318433,0.0
NP_001318434,0.0
NP_001318435,0.0
NP_001318436,0.0
NP_001318437,0.0
NP_001318438,0.0
NP_001318439,0.0
NP_001318440,0.0
NP_001318441,0.0
NP_001318442,0.0
NP_001318443,0.0
NP_001318444,0.0
NP_001318445,0.0
NP_001318446,0.0
NP_001318447,0.0
NP_001318448,0.0
NP_001318449,0.0
NP_001318450,0.0
NP_001318451,0.0
NP_001318452,0.0
NP_001318453,0.0
NP_001318454,0.0
NP_001318455,0.0
NP_001318456,0.0
NP_001318457,52.0
NP_001318458,0.0
NP_001318459,0.0
NP_001318460,0.0
NP_001318461,0.0
NP_001318462,0.0
NP_001318463,0.0
NP_001318464,0.0
NP_001318465,0.0
NP_001318466,0.0
NP_001318467,0.0
NP_001318468,0.0
NP_001318469,65.0
NP_001318470,0.0
NP_001318471,0.0
NP_001318472,85.0
NP_001318473,0.0
NP_001318474,0.0
NP_001318475,0.0
NP_001318476,51.0
NP_001318477,0.0
NP_001318478,0.0
NP_001318479,0.0
NP_001318480,45.0
NP_001318481,0.0
NP_001318482,0.0
NP_001318483,0.0
NP_001318484,0.0
NP_001318485,0.0
NP_001318486,0.0
NP_001318487,0.0
NP_001318488,0.0
NP_001318489,0.0
NP_001318490,0.0
NP_001318491,0.0
NP_001318492,0.0
NP_001318493,52.0
NP_001318494,0.0
NP_001318495,84.0
NP_001318496,280.0
NP_001318497,0.0
NP_001318498,0.0
NP_001318499,0.0
NP_001318500,0.0
NP_001318501,0.0
NP_001318502,0.0
NP_001318503,0.0
NP_001318504,59.0
NP_001318505,0.0
NP_001318506,0.0
NP_001318507,0.0
NP_001318508,0.0
NP_001318509,0.0
NP_001318510,0.0
NP_001318511,0.0
NP_001318512,0.0
NP_001318513,0.0
NP_001318514,0.0
NP_001318515,0.0
NP_001318516,0.0
NP_001318517,0.0
NP_001318518,0.0
NP_001318519,0.0
NP_001318520,43.0
NP_001318521,0.0
NP_001318522,0.0
NP_001318523,0.0
NP_001318524,0.0
NP_001318525,43.0
NP_001318526,0.0
NP_001318527,0.0
NP_001318528,0.0
NP_001318529,0.0
NP_001318530,0.0
NP_001318531,0.0
NP_001318532,0.0
NP_001318533,0.0
NP_001318534,53.0
NP_001318535,0.0
NP_001318536,0.0
NP_001318537,0.0
NP_001318538,1787.0
NP_001318539,0.0
NP_001318540,0.0
NP_001318541,0.0
NP_001318542,0.0
NP_001318543,41.0
NP_001318544,43.0
NP_001318545,0.0
NP_001318546,0.0
NP_001318547,0.0
NP_001318548,0.0
NP_001318549,0.0
NP_001318550,0.0
NP_001318551,0.0
NP_001318552,0.0
NP_001318553,0.0
NP_001318554,0.0
NP_001318555,0.0
NP_001318556,0.0
NP_001318557,0.0
NP_001318558,0.0
NP_001318559,0.0
NP_001318560,0.0
NP_001318561,0.0
NP_001318562,0.0
NP_001318563,0.0
NP_001318564,0.0
NP_001318565,0.0
NP_001318566,0.0
NP_001318567,0.0
NP_001318568,0.0
NP_001318569,0.0
NP_001318570,0.0
NP_001318571,0.0
NP_001318572,0.0
NP_001318573,0.0
NP_001318574,466.0
NP_001318575,0.0
NP_001318576,0.0
NP_001318577,0.0
NP_001318578,0.0
NP_001318579,0.0
NP_001318580,0.0
NP_001318581,0.0
NP_001318582,0.0
NP_001318583,0.0
NP_001318584,0.0
NP_001318585,0.0
NP_001318586,0.0
NP_001318587,0.0
NP_001318588,0.0
NP_001318589,39.0
NP_001318590,41.0
NP_001318591,0.0
NP_001318592,0.0
NP_001318593,1651.0
NP_001318594,738.0
NP_001318595,0.0
NP_001318596,0.0
NP_001318597,0.0
NP_001318598,0.0
NP_001318599,0.0
NP_001318600,0.0
NP_001318601,0.0
NP_001318602,0.0
NP_001318603,0.0
NP_001318604,45.0
NP_001318605,0.0
NP_001318606,0.0
NP_001318607,0.0
NP_001318608,0.0
NP_001318609,0.0
NP_001318610,5288.0
NP_001318611,0.0
NP_001318612,0.0
NP_001318613,528.0
NP_001318614,0.0
NP_001318615,0.0
NP_001318616,0.0
NP_001318617,0.0
NP_001318618,0.0
NP_001318619,0.0
NP_001318620,0.0
NP_001318621,0.0
NP_001318622,55.0
NP_001318623,0.0
NP_001318624,0.0
NP_001318625,0.0
NP_001318626,0.0
NP_001318627,0.0
NP_001318628,0.0
NP_001318629,0.0
NP_001318630,0.0
NP_001318631,0.0
NP_001318632,0.0
NP_001318633,0.0
NP_001318634,0.0
NP_001318635,0.0
NP_001318636,50.0
NP_001318637,0.0
NP_001318638,0.0
NP_001318639,0.0
NP_001318640,0.0
NP_001318641,52.0
NP_001318642,0.0
NP_001318643,0.0
NP_001318644,0.0
NP_001318645,0.0
NP_001318646,0.0
NP_001318647,0.0
NP_001318648,0.0
NP_001318649,0.0
NP_001318650,0.0
NP_001318651,0.0
NP_001318652,0.0
NP_001318653,0.0
NP_001318654,0.0
NP_001318655,0.0
NP_001318656,0.0
NP_001318657,0.0
NP_001318658,0.0
NP_001318659,0.0
NP_001318660,928.0
NP_001318661,0.0
NP_001318662,46.0
NP_001318663,0.0
NP_001318664,0.0
NP_001318665,0.0
NP_001318666,0.0
NP_001318667,41.0
NP_001318668,0.0
NP_001318669,541.0
NP_001318670,0.0
NP_001318671,0.0
NP_001318672,0.0
NP_001318673,0.0
NP_001318674,0.0
NP_001318675,0.0
NP_001318676,0.0
NP_001318677,0.0
NP_001318678,0.0
NP_001318679,0.0
NP_001318680,0.0
NP_001318681,39.0
NP_001318682,0.0
NP_001318683,0.0
NP_001318684,0.0
NP_001318685,0.0
NP_001318686,0.0
NP_001318687,0.0
NP_001318688,0.0
NP_001318689,0.0
NP_001318690,0.0
NP_001318691,0.0
NP_001318692,495.0
NP_001318693,301.0
NP_001318694,1616.0
NP_001318695,0.0
NP_001318696,0.0
NP_001318697,0.0
NP_001318698,0.0
NP_001318699,41.0
NP_001318700,0.0
NP_001318701,0.0
NP_001318702,0.0
NP_001318703,0.0
NP_001318704,0.0
NP_001318705,47.0
NP_001318706,0.0
NP_001318707,0.0
NP_001318708,0.0
NP_001318709,0.0
NP_001318710,0.0
NP_001318711,0.0
NP_001318712,0.0
NP_001318713,0.0
NP_001318714,0.0
NP_001318715,0.0
NP_001318716,33.0
NP_001318717,0.0
NP_001318718,1564.0
NP_001318719,0.0
NP_001318720,0.0
NP_001318721,0.0
NP_001318722,0.0
NP_001318723,0.0
NP_001318724,0.0
NP_001318725,0.0
NP_001318726,0.0
NP_001318727,43.0
NP_001318728,0.0
NP_001318729,0.0
NP_001318730,0.0
NP_001318731,0.0
NP_001318732,0.0
NP_001318733,0.0
NP_001318734,0.0
NP_001318735,0.0
NP_001318736,721.0
NP_001318737,1759.0
NP_001318738,45.0
NP_001318739,44.0
NP_001318740,59.0
NP_001318741,0.0
NP_001318742,763.0
NP_001318743,97.0
NP_001318744,0.0
NP_001318745,0.0
NP_001318746,235.0
NP_001318747,235.0
NP_001318748,0.0
NP_001318749,0.0
NP_001318750,0.0
NP_001318751,595.0
NP_001318752,0.0
NP_001318753,0.0
NP_001318754,0.0
NP_001318755,0.0
NP_001318756,0.0
NP_001318757,0.0
NP_001318758,0.0
NP_001318759,52.0
NP_001318760,0.0
NP_001318761,0.0
NP_001318762,0.0
NP_001318763,0.0
NP_001318764,268.0
NP_001318765,0.0
NP_001318766,0.0
NP_001318767,0.0
NP_001318768,56.0
NP_001318769,0.0
NP_001318770,0.0
NP_001318771,0.0
NP_001318772,0.0
NP_001318773,36.0
NP_001318774,0.0
NP_001318775,0.0
NP_001318776,53.0
NP_001318777,360.0
NP_001318778,0.0
NP_001318779,0.0
NP_001318780,0.0
NP_001318781,0.0
NP_001318782,0.0
NP_001318783,0.0
NP_001318784,0.0
NP_001318785,0.0
NP_001318786,0.0
NP_001318787,0.0
NP_001318788,0.0
NP_001318789,0.0
NP_001318790,0.0
NP_001318791,0.0
NP_001318792,45.0
NP_001318793,0.0
NP_001318794,0.0
NP_001318795,0.0
NP_001318796,0.0
NP_001318797,38.0
NP_001318798,564.0
NP_001318799,0.0
NP_001318800,0.0
NP_001318801,0.0
NP_001318802,0.0
NP_001318803,0.0
NP_001318804,0.0
NP_001318805,0.0
NP_001318806,0.0
NP_001318807,0.0
NP_001318808,0.0
NP_001318809,85.0
NP_001318810,62.0
NP_001318811,0.0
NP_001318812,0.0
NP_001318813,56.0
NP_001318814,0.0
NP_001318815,0.0
NP_001318816,0.0
NP_001318817,0.0
NP_001318818,0.0
NP_001318819,0.0
NP_001318820,0.0
NP_001318821,0.0
NP_001318822,0.0
NP_001318823,45.0
NP_001318824,116.0
NP_001318825,57.0
NP_001318826,0.0
NP_001318827,413.0
NP_001318828,0.0
NP_001318829,0.0
NP_001318830,0.0
NP_001318831,0.0
NP_001318832,0.0
NP_001318833,0.0
NP_001318834,47.0
NP_001318835,450.0
NP_001318836,0.0
NP_001318837,0.0
NP_001318838,0.0
NP_001318839,441.0
NP_001318840,422.0
NP_001318841,0.0
NP_001318842,0.0
NP_001318843,0.0
NP_001318844,0.0
NP_001318845,0.0
NP_001318846,0.0
NP_001318847,0.0
NP_001318848,0.0
NP_001318849,0.0
NP_001318850,0.0
NP_001318851,523.0
NP_001318852,0.0
NP_001318853,0.0
NP_001318854,0.0
NP_001318855,0.0
NP_001318856,0.0
NP_001318857,0.0
NP_001318858,0.0
NP_001318859,0.0
NP_001318860,38.0
NP_001318861,54.0
NP_001318862,0.0
NP_001318863,0.0
NP_001318864,0.0
NP_001318865,0.0
NP_001318866,0.0
NP_001318867,0.0
NP_001318868,0.0
NP_001318869,0.0
NP_001318870,0.0
NP_001318871,0.0
NP_001318872,0.0
NP_001318873,0.0
NP_001318874,40.0
NP_001318875,0.0
NP_001318876,0.0
NP_001318877,0.0
NP_001318878,0.0
NP_001318879,0.0
NP_001318880,0.0
NP_001318881,0.0
NP_001318882,0.0
NP_001318883,0.0
NP_001318884,0.0
NP_001318885,0.0
NP_001318886,0.0
NP_001318887,0.0
NP_001318888,0.0
NP_001318889,0.0
NP_001318890,0.0
NP_001318891,0.0
NP_001318892,0.0
NP_001318893,106.0
NP_001318894,0.0
NP_001318895,0.0
NP_001318896,0.0
NP_001318897,0.0
NP_001318898,0.0
NP_001318899,0.0
NP_001318900,0.0
NP_001318901,0.0
NP_001318902,0.0
NP_001318903,0.0
NP_001318904,0.0
NP_001318905,0.0
NP_001318906,0.0
NP_001318907,0.0
NP_001318908,0.0
NP_001318909,0.0
NP_001318910,0.0
NP_001318911,55.0
NP_001318912,0.0
NP_001318913,0.0
NP_001318914,0.0
NP_001318915,0.0
NP_001318916,0.0
NP_001318917,0.0
NP_001318918,0.0
NP_001318919,0.0
NP_001318920,0.0
NP_001318921,0.0
NP_001318922,0.0
NP_001318923,0.0
NP_001318924,0.0
NP_001318925,0.0
NP_001318926,0.0
NP_001318927,0.0
NP_001318928,0.0
NP_001318929,0.0
NP_001318930,0.0
NP_001318931,0.0
NP_001318932,0.0
NP_001318933,0.0
NP_001318934,0.0
NP_001318935,0.0
NP_001318936,0.0
NP_001318937,0.0
NP_001318938,0.0
NP_001318939,0.0
NP_001318940,0.0
NP_001318941,0.0
NP_001318942,0.0
NP_001318943,0.0
NP_001318944,1231.0
NP_001318945,0.0
NP_001318946,0.0
NP_001318947,0.0
NP_001318948,0.0
NP_001318949,0.0
NP_001318950,49.0
NP_001318951,0.0
NP_001318952,0.0
NP_001318953,0.0
NP_001318954,0.0
NP_001318955,49.0
NP_001318956,0.0
NP_001318957,0.0
NP_001318958,0.0
NP_001318959,40.0
NP_001318960,46.0
NP_001318961,0.0
NP_001318962,0.0
NP_001318963,41.0
NP_001318964,0.0
NP_001318965,0.0
NP_001318966,0.0
NP_001318967,452.0
NP_001318968,0.0
NP_001318969,0.0
NP_001318970,0.0
NP_001318971,0.0
NP_001318972,0.0
NP_001318973,0.0
NP_001318974,0.0
NP_001318975,0.0
NP_001318976,0.0
NP_001318977,0.0
NP_001318978,0.0
NP_001318979,0.0
NP_001318980,0.0
NP_001318981,454.0
NP_001318982,0.0
NP_001318983,0.0
NP_001318984,0.0
NP_001318985,0.0
NP_001318986,2521.0
NP_001318987,0.0
NP_001318988,0.0
NP_001318989,0.0
NP_001318990,0.0
NP_001318991,0.0
NP_001318992,0.0
NP_001318993,0.0
NP_001318994,0.0
NP_001318995,0.0
NP_001318996,0.0
NP_001318997,0.0
NP_001318998,0.0
NP_001318999,711.0
NP_001319000,0.0
NP_001319001,0.0
NP_001319002,367.0
NP_001319003,0.0
NP_001319004,0.0
NP_001319005,57.0
NP_001319006,0.0
NP_001319007,0.0
NP_001319008,0.0
NP_001319009,0.0
NP_001319010,0.0
NP_001319011,0.0
NP_001319012,0.0
NP_001319013,0.0
NP_001319014,0.0
NP_001319015,0.0
NP_001319016,0.0
NP_001319017,0.0
NP_001319018,472.0
NP_001319019,0.0
NP_001319020,0.0
NP_001319021,0.0
NP_001319022,51.0
NP_001319023,0.0
NP_001319024,0.0
NP_001319025,0.0
NP_001319026,0.0
NP_001319027,0.0
NP_001319028,40.0
NP_001319029,386.0
NP_001319030,0.0
NP_001319031,0.0
NP_001319032,0.0
NP_001319033,43.0
NP_001319034,0.0
NP_001319035,0.0
NP_001319036,0.0
NP_001319037,0.0
NP_001319038,283.0
NP_001319039,0.0
NP_001319040,472.0
NP_001319041,0.0
NP_001319042,42.0
NP_001319043,38.0
NP_001319044,55.0
NP_001319045,0.0
NP_001319046,0.0
NP_001319047,0.0
NP_001319048,0.0
NP_001319049,0.0
NP_001319050,0.0
NP_001319051,0.0
NP_001319052,0.0
NP_001319053,0.0
NP_001319054,0.0
NP_001319055,0.0
NP_001319056,0.0
NP_001319057,0.0
NP_001319058,0.0
NP_001319059,0.0
NP_001319060,0.0
NP_001319061,0.0
NP_001319062,0.0
NP_001319063,0.0
NP_001319064,0.0
NP_001319065,0.0
NP_001319066,0.0
NP_001319067,0.0
NP_001319068,0.0
NP_001319069,0.0
NP_001319070,0.0
NP_001319071,50.0
NP_001319072,0.0
NP_001319073,39.0
NP_001319074,0.0
NP_001319075,0.0
NP_001319076,0.0
NP_001319077,0.0
NP_001319078,0.0
NP_001319079,0.0
NP_001319080,0.0
NP_001319081,0.0
NP_001319082,47.0
NP_001319083,0.0
NP_001319084,0.0
NP_001319085,0.0
NP_001319086,0.0
NP_001319087,0.0
NP_001319088,0.0
NP_001319089,0.0
NP_001319090,0.0
NP_001319091,0.0
NP_001319092,0.0
NP_001319093,0.0
NP_001319094,0.0
NP_001319095,0.0
NP_001319096,0.0
NP_001319097,0.0
NP_001319098,0.0
NP_001319099,0.0
NP_001319100,0.0
NP_001319101,0.0
NP_001319102,0.0
NP_001319103,0.0
NP_001319104,0.0
NP_001319105,0.0
NP_001319106,0.0
NP_001319107,0.0
NP_001319108,0.0
NP_001319109,0.0
NP_001319110,0.0
NP_001319111,34.0
NP_001319112,0.0
NP_001319113,0.0
NP_001319114,0.0
NP_001319115,0.0
NP_001319116,0.0
NP_001319117,0.0
NP_001319118,0.0
NP_001319119,0.0
NP_001319120,0.0
NP_001319121,0.0
NP_001319122,0.0
NP_001319123,1610.0
NP_001319124,0.0
NP_001319125,0.0
NP_001319126,0.0
NP_001319127,0.0
NP_001319128,70.0
NP_001319130,0.0
NP_001319131,42.0
NP_001319132,0.0
NP_001319133,42.0
NP_001319134,0.0
NP_001319135,460.0
NP_001319136,0.0
NP_001319137,0.0
NP_001319138,0.0
NP_001319139,0.0
NP_001319140,0.0
NP_001319141,0.0
NP_001319142,0.0
NP_001319143,43.0
NP_001319144,0.0
NP_001319145,0.0
NP_001319146,0.0
NP_001319147,0.0
NP_001319148,0.0
NP_001319149,0.0
NP_001319150,0.0
NP_001319151,0.0
NP_001319152,42.0
NP_001319153,0.0
NP_001319154,0.0
NP_001319155,0.0
NP_001319156,0.0
NP_001319157,0.0
NP_001319158,0.0
NP_001319159,50.0
NP_001319160,0.0
NP_001319161,0.0
NP_001319162,0.0
NP_001319163,0.0
NP_001319164,0.0
NP_001319165,0.0
NP_001319166,0.0
NP_001319167,0.0
NP_001319168,0.0
NP_001319169,0.0
NP_001319170,0.0
NP_001319171,456.0
NP_001319172,43.0
NP_001319173,0.0
NP_001319174,0.0
NP_001319175,0.0
NP_001319176,0.0
NP_001319177,0.0
NP_001319178,0.0
NP_001319179,0.0
NP_001319180,0.0
NP_001319181,0.0
NP_001319182,0.0
NP_001319183,0.0
NP_001319184,0.0
NP_001319185,0.0
NP_001319186,0.0
NP_001319187,0.0
NP_001319188,0.0
NP_001319189,191.0
NP_001319190,0.0
NP_001319191,0.0
NP_001319192,378.0
NP_001319193,376.0
NP_001319194,0.0
NP_001319195,0.0
NP_001319196,0.0
NP_001319197,0.0
NP_001319198,0.0
NP_001319199,433.0
NP_001319200,0.0
NP_001319201,519.0
NP_001319202,411.0
NP_001319203,0.0
NP_001319204,0.0
NP_001319205,0.0
NP_001319206,0.0
NP_001319207,0.0
NP_001319208,0.0
NP_001319209,0.0
NP_001319210,0.0
NP_001319211,0.0
NP_001319212,220.0
NP_001319213,859.0
NP_001319214,606.0
NP_001319215,0.0
NP_001319216,0.0
NP_001319217,0.0
NP_001319218,48.0
NP_001319219,0.0
NP_001319220,0.0
NP_001319221,0.0
NP_001319222,0.0
NP_001319223,43.0
NP_001319224,41.0
NP_001319225,0.0
NP_001319226,47.0
NP_001319227,442.0
NP_001319228,0.0
NP_001319229,0.0
NP_001319230,0.0
NP_001319231,0.0
NP_001319232,0.0
NP_001319233,0.0
NP_001319234,0.0
NP_001319235,0.0
NP_001319236,0.0
NP_001319237,570.0
NP_001319238,0.0
NP_001319239,0.0
NP_001319240,50.0
NP_001319241,0.0
NP_001319242,0.0
NP_001319243,0.0
NP_001319244,0.0
NP_001319245,0.0
NP_001319246,0.0
NP_001319247,0.0
NP_001319248,0.0
NP_001319249,0.0
NP_001319250,0.0
NP_001319251,674.0
NP_001319252,0.0
NP_001319253,0.0
NP_001319254,0.0
NP_001319255,0.0
NP_001319256,0.0
NP_001319257,0.0
NP_001319258,0.0
NP_001319259,0.0
NP_001319260,44.0
NP_001319261,245.0
NP_001319262,455.0
NP_001319263,0.0
NP_001319264,0.0
NP_001319265,894.0
NP_001319266,808.0
NP_001319267,862.0
NP_001319268,0.0
NP_001319269,0.0
NP_001319270,0.0
NP_001319271,0.0
NP_001319272,191.0
NP_001319273,0.0
NP_001319274,0.0
NP_001319275,0.0
NP_001319276,0.0
NP_001319277,0.0
NP_001319278,46.0
NP_001319279,0.0
NP_001319280,0.0
NP_001319281,0.0
NP_001319282,0.0
NP_001319283,0.0
NP_001319284,480.0
NP_001319285,0.0
NP_001319286,0.0
NP_001319287,0.0
NP_001319288,0.0
NP_001319289,98.0
NP_001319290,0.0
NP_001319291,0.0
NP_001319292,0.0
NP_001319293,0.0
NP_001319294,0.0
NP_001319295,0.0
NP_001319296,0.0
NP_001319297,0.0
NP_001319298,0.0
NP_001319299,0.0
NP_001319300,0.0
NP_001319301,0.0
NP_001319302,0.0
NP_001319303,0.0
NP_001319304,0.0
NP_001319305,0.0
NP_001319306,0.0
NP_001319307,0.0
NP_001319308,0.0
NP_001319309,0.0
NP_001319310,209.0
NP_001319311,40.0
NP_001319312,0.0
NP_001319313,0.0
NP_001319314,0.0
NP_001319315,0.0
NP_001319316,0.0
NP_001319317,0.0
NP_001319318,0.0
NP_001319319,0.0
NP_001319320,0.0
NP_001319321,0.0
NP_001319322,0.0
NP_001319323,0.0
NP_001319324,0.0
NP_001319325,354.0
NP_001319326,0.0
NP_001319327,0.0
NP_001319328,0.0
NP_001319329,0.0
NP_001319330,0.0
NP_001319331,0.0
NP_001319332,0.0
NP_001319333,0.0
NP_001319334,0.0
NP_001319335,0.0
NP_001319336,0.0
NP_001319337,0.0
NP_001319338,0.0
NP_001319339,0.0
NP_001319340,0.0
NP_001319341,0.0
NP_001319342,0.0
NP_001319343,0.0
NP_001319344,0.0
NP_001319345,0.0
NP_001319346,0.0
NP_001319347,31.0
NP_001319348,0.0
NP_001319349,0.0
NP_001319350,0.0
NP_001319351,0.0
NP_001319352,52.0
NP_001319353,52.0
NP_001319354,0.0
NP_001319355,0.0
NP_001319356,0.0
NP_001319357,0.0
NP_001319358,0.0
NP_001319359,0.0
NP_001319360,0.0
NP_001319361,0.0
NP_001319362,0.0
NP_001319363,0.0
NP_001319364,0.0
NP_001319365,0.0
NP_001319366,0.0
NP_001319367,53.0
NP_001319368,0.0
NP_001319369,0.0
NP_001319370,0.0
NP_001319371,0.0
NP_001319372,0.0
NP_001319373,0.0
NP_001319374,47.0
NP_001319375,88.0
NP_001319376,0.0
NP_001319377,0.0
NP_001319378,0.0
NP_001319379,0.0
NP_001319380,0.0
NP_001319381,0.0
NP_001319382,0.0
NP_001319383,0.0
NP_001319384,0.0
NP_001319385,0.0
NP_001319386,0.0
NP_001319387,0.0
NP_001319388,0.0
NP_001319389,0.0
NP_001319390,0.0
NP_001319391,0.0
NP_001319392,0.0
NP_001319393,0.0
NP_001319394,349.0
NP_001319395,45.0
NP_001319396,51.0
NP_001319397,0.0
NP_001319398,0.0
NP_001319399,0.0
NP_001319400,0.0
NP_001319401,0.0
NP_001319402,0.0
NP_001319403,0.0
NP_001319404,0.0
NP_001319405,0.0
NP_001319406,47.0
NP_001319407,0.0
NP_001319408,0.0
NP_001319409,0.0
NP_001319410,0.0
NP_001319411,0.0
NP_001319412,0.0
NP_001319413,0.0
NP_001319414,0.0
NP_001319415,0.0
NP_001319416,0.0
NP_001319417,0.0
NP_001319418,0.0
NP_001319419,0.0
NP_001319420,0.0
NP_001319421,0.0
NP_001319422,46.0
NP_001319423,0.0
NP_001319424,0.0
NP_001319425,0.0
NP_001319426,0.0
NP_001319427,0.0
NP_001319428,0.0
NP_001319429,44.0
NP_001319430,0.0
NP_001319431,0.0
NP_001319432,0.0
NP_001319433,0.0
NP_001319434,0.0
NP_001319435,0.0
NP_001319436,0.0
NP_001319437,0.0
NP_001319438,0.0
NP_001319439,0.0
NP_001319440,0.0
NP_001319441,0.0
NP_001319442,0.0
NP_001319443,0.0
NP_001319444,44.0
NP_001319445,0.0
NP_001319446,0.0
NP_001319447,0.0
NP_001319448,0.0
NP_001319449,0.0
NP_001319450,0.0
NP_001319451,0.0
NP_001319452,0.0
NP_001319453,0.0
NP_001319454,0.0
NP_001319455,0.0
NP_001319456,47.0
NP_001319457,0.0
NP_001319458,0.0
NP_001319459,0.0
NP_001319460,0.0
NP_001319461,0.0
NP_001319462,0.0
NP_001319463,0.0
NP_001319464,0.0
NP_001319465,937.0
NP_001319466,0.0
NP_001319467,47.0
NP_001319468,0.0
NP_001319469,0.0
NP_001319470,0.0
NP_001319471,0.0
NP_001319472,0.0
NP_001319473,0.0
NP_001319474,0.0
NP_001319475,0.0
NP_001319476,0.0
NP_001319477,0.0
NP_001319478,0.0
NP_001319479,0.0
NP_001319480,0.0
NP_001319481,54.0
NP_001319482,0.0
NP_001319483,0.0
NP_001319484,0.0
NP_001319485,0.0
NP_001319486,0.0
NP_001319487,0.0
NP_001319488,0.0
NP_001319489,0.0
NP_001319490,0.0
NP_001319491,0.0
NP_001319492,0.0
NP_001319493,0.0
NP_001319494,0.0
NP_001319495,0.0
NP_001319496,0.0
NP_001319497,42.0
NP_001319498,0.0
NP_001319499,35.0
NP_001319500,0.0
NP_001319501,0.0
NP_001319502,0.0
NP_001319503,0.0
NP_001319504,0.0
NP_001319505,0.0
NP_001319506,0.0
NP_001319507,0.0
NP_001319508,0.0
NP_001319509,0.0
NP_001319510,0.0
NP_001319511,0.0
NP_001319512,0.0
NP_001319513,0.0
NP_001319514,0.0
NP_001319515,0.0
NP_001319516,0.0
NP_001319517,49.0
NP_001319518,0.0
NP_001319519,0.0
NP_001319520,0.0
NP_001319521,898.0
NP_001319522,0.0
NP_001319523,0.0
NP_001319524,0.0
NP_001319525,0.0
NP_001319526,0.0
NP_001319527,50.0
NP_001319528,0.0
NP_001319529,0.0
NP_001319530,0.0
NP_001319531,0.0
NP_001319532,50.0
NP_001319533,0.0
NP_001319534,0.0
NP_001319535,0.0
NP_001319536,0.0
NP_001319537,0.0
NP_001319538,41.0
NP_001319539,0.0
NP_001319540,0.0
NP_001319541,0.0
NP_001319542,0.0
NP_001319543,0.0
NP_001319544,0.0
NP_001319545,0.0
NP_001319546,0.0
NP_001319547,0.0
NP_001319548,47.0
NP_001319549,412.0
NP_001319550,0.0
NP_001319551,0.0
NP_001319552,0.0
NP_001319553,0.0
NP_001319554,40.0
NP_001319555,40.0
NP_001319556,0.0
NP_001319557,0.0
NP_001319558,0.0
NP_001319559,0.0
NP_001319560,0.0
NP_001319561,449.0
NP_001319562,0.0
NP_001319563,0.0
NP_001319564,0.0
NP_001319565,0.0
NP_001319566,0.0
NP_001319567,0.0
NP_001319568,0.0
NP_001319569,0.0
NP_001319570,0.0
NP_001319571,0.0
NP_001319572,0.0
NP_001319573,499.0
NP_001319574,0.0
NP_001319575,0.0
NP_001319576,0.0
NP_001319577,0.0
NP_001319578,34.0
NP_001319579,55.0
NP_001319580,0.0
NP_001319581,0.0
NP_001319582,0.0
NP_001319583,0.0
NP_001319584,0.0
NP_001319585,0.0
NP_001319586,0.0
NP_001319587,0.0
NP_001319588,0.0
NP_001319589,0.0
NP_001319590,0.0
NP_001319591,0.0
NP_001319592,0.0
NP_001319593,0.0
NP_001319594,0.0
NP_001319595,0.0
NP_001319596,0.0
NP_001319597,0.0
NP_001319598,62.0
NP_001319599,0.0
NP_001319600,0.0
NP_001319601,0.0
NP_001319602,0.0
NP_001319603,0.0
NP_001319604,49.0
