protein_id,ESM2,blastp_default,blastp_filteroff,psiblast_default,psiblast_filteroff,interpro_domain,esm_only_vs_panel
NP_001325970.1,False,False,False,False,False,False,False
NP_001325971.1,False,False,False,False,False,False,False
NP_001325972.1,False,False,False,False,False,False,False
NP_001325973.1,False,False,False,False,False,False,False
NP_001326011.1,False,True,True,True,True,False,False
NP_001326019.1,False,False,False,False,False,False,False
NP_001326020.1,False,False,False,False,False,False,False
NP_001326087.1,False,True,True,True,True,False,False
NP_001326132.1,False,False,False,False,False,False,False
NP_001326175.1,False,False,False,False,False,False,False
NP_001326185.1,False,False,False,False,False,False,False
NP_001326316.1,True,False,False,False,False,False,True
NP_001326369.1,False,False,False,False,False,False,False
NP_001326412.1,False,True,True,True,True,False,False
NP_001326419.1,False,True,True,True,True,True,False
NP_001326420.1,False,True,True,True,True,True,False
NP_001326421.1,False,True,True,True,True,True,False
NP_001326422.1,False,True,True,True,True,True,False
NP_001326457.1,False,False,False,False,False,False,False
NP_001326458.1,False,False,False,False,False,False,False
NP_001326498.1,True,True,True,True,True,True,False
NP_001326520.1,False,False,False,False,False,False,False
NP_001326521.1,False,False,False,False,False,False,False
NP_001326539.1,False,True,True,True,True,False,False
NP_001326543.1,False,True,True,True,True,False,False
NP_001326548.1,True,True,True,True,True,True,False
NP_001326549.1,True,True,True,True,True,True,False
NP_001326550.1,True,True,True,True,True,True,False
NP_001326585.1,True,True,True,True,True,False,False
NP_001326586.1,True,True,True,True,True,False,False
NP_001326643.1,False,True,True,False,False,False,False
NP_001326835.1,False,False,False,False,False,False,False
NP_001326836.1,False,False,False,False,False,False,False
NP_001326916.1,True,True,True,True,True,True,False
NP_001326917.1,True,True,True,True,True,True,False
NP_001327068.1,False,False,False,False,False,False,False
NP_001327086.1,False,False,False,False,False,False,False
NP_001327107.1,False,False,False,False,False,False,False
NP_001327198.1,False,False,False,False,False,False,False
NP_001327204.1,False,False,False,False,False,False,False
NP_001327206.1,False,False,False,False,False,False,False
NP_001327270.1,False,False,False,False,False,False,False
NP_001327271.1,False,False,False,False,False,False,False
NP_001327272.1,False,False,False,False,False,False,False
NP_001327273.1,False,False,False,False,False,False,False
NP_001327274.1,False,False,False,False,False,False,False
NP_001327290.1,False,False,False,False,False,False,False
NP_001327594.1,True,True,True,True,True,True,False
NP_001327617.1,False,False,False,False,False,False,False
NP_001327618.1,False,False,False,False,False,False,False
NP_001327619.1,False,False,False,False,False,False,False
NP_001327620.1,False,False,False,False,False,False,False
NP_001327751.1,False,False,False,False,False,False,False
NP_001327752.1,False,False,False,False,False,False,False
NP_001327784.1,True,True,True,True,True,False,False
NP_001327846.1,False,False,False,False,False,False,False
NP_001327866.1,True,True,True,True,True,False,False
NP_001327868.1,True,True,True,True,True,False,False
NP_001328008.1,False,False,False,False,False,False,False
NP_001328019.1,True,True,True,True,True,True,False
NP_001328020.1,True,True,True,True,True,True,False
NP_001328021.1,True,True,True,True,True,True,False
NP_001328022.1,True,True,True,True,True,True,False
NP_001328027.1,True,True,True,True,True,False,False
NP_001328177.1,True,True,True,True,True,False,False
NP_001328189.1,False,True,True,True,True,False,False
NP_001328190.1,False,True,True,True,True,False,False
NP_001328191.1,False,False,False,False,False,False,False
NP_001328289.1,True,True,True,True,True,False,False
NP_001328318.1,False,False,False,False,False,False,False
NP_001328329.1,False,False,False,False,False,False,False
NP_001328330.1,False,False,False,False,False,False,False
NP_001328443.1,True,False,False,False,False,False,True
NP_001328446.1,True,True,True,True,True,True,False
NP_001328447.1,True,True,True,True,True,True,False
NP_001328448.1,True,True,True,True,True,True,False
NP_001328449.1,True,True,True,True,True,True,False
NP_001328457.1,True,True,True,True,True,False,False
NP_001328533.1,False,False,False,False,False,False,False
NP_001328538.1,False,False,False,False,False,False,False
NP_001328552.1,False,False,False,False,False,False,False
NP_001328599.1,True,False,False,False,False,True,False
NP_001328605.1,False,False,False,False,False,False,False
NP_001328661.1,True,True,True,True,True,True,False
NP_001328763.1,False,False,False,False,False,False,False
NP_001328774.1,False,True,True,True,True,False,False
NP_001328966.1,True,True,True,True,True,True,False
NP_001328967.1,True,True,True,True,True,True,False
NP_001328968.1,True,True,True,True,True,True,False
NP_001328969.1,True,True,True,True,True,True,False
NP_001328970.1,True,True,True,True,True,True,False
NP_001329036.1,True,True,True,True,True,True,False
NP_001329037.1,True,True,True,True,True,True,False
NP_001329038.1,True,True,True,True,True,True,False
NP_001329039.1,True,True,True,True,True,True,False
NP_001329040.1,True,True,True,True,True,True,False
NP_001329041.1,True,True,True,True,True,True,False
NP_001329042.1,True,True,True,True,True,True,False
NP_001329043.1,True,True,True,True,True,True,False
NP_001329110.1,False,False,False,False,False,True,False
NP_001329118.1,True,True,True,True,True,True,False
NP_001329119.1,True,True,True,True,True,True,False
NP_001329203.1,True,True,True,True,True,False,False
NP_001329221.1,True,True,True,True,True,False,False
NP_001329222.1,True,True,True,True,True,False,False
NP_001329247.1,False,True,True,True,True,False,False
NP_001329248.1,False,True,True,True,True,False,False
NP_001329249.1,False,True,True,True,True,False,False
NP_001329293.1,False,False,False,False,False,False,False
NP_001329301.1,False,False,False,False,False,False,False
NP_001329303.1,False,False,False,False,False,False,False
NP_001329527.1,True,True,True,True,True,False,False
NP_001329528.1,True,True,True,True,True,False,False
NP_001329571.1,False,True,True,True,True,False,False
NP_001329614.1,True,True,True,True,True,True,False
NP_001329652.1,True,True,True,True,True,True,False
NP_001329653.1,False,True,True,True,True,True,False
NP_001329654.1,True,True,True,True,True,True,False
NP_001329655.1,True,True,True,True,True,True,False
NP_001329656.1,True,True,True,True,True,True,False
NP_001329657.1,True,True,True,True,True,True,False
NP_001329658.1,True,True,True,True,True,True,False
NP_001329659.1,True,True,True,True,True,True,False
NP_001329689.1,False,True,True,True,True,False,False
NP_001329719.1,True,True,True,True,True,True,False
NP_001329720.1,True,True,True,True,True,True,False
NP_001329721.1,True,True,True,True,True,True,False
NP_001329722.1,True,True,True,True,True,True,False
NP_001329871.1,False,True,True,True,True,True,False
NP_001329872.1,False,True,True,True,True,True,False
NP_001329873.1,False,True,True,True,True,True,False
NP_001329874.1,False,True,True,True,True,True,False
NP_001329875.1,True,True,True,True,True,True,False
NP_001329876.1,False,True,True,True,True,True,False
NP_001329877.1,False,True,True,True,True,True,False
NP_001329878.1,False,True,True,True,True,True,False
NP_001329879.1,False,True,True,True,True,True,False
NP_001329880.1,False,True,True,True,True,True,False
NP_001329881.1,False,True,True,True,True,True,False
NP_001329882.1,True,True,True,True,True,True,False
NP_001329883.1,False,True,True,True,True,True,False
NP_001329890.1,False,True,True,True,True,False,False
NP_001329914.1,False,False,False,False,False,False,False
NP_001329993.1,False,False,False,False,False,False,False
NP_001330009.1,False,True,True,True,True,True,False
NP_001330018.1,False,True,False,False,False,False,False
NP_001330029.1,False,False,False,False,False,False,False
NP_001330030.1,False,False,False,False,False,False,False
NP_001330031.1,False,False,False,False,False,False,False
NP_001330032.1,False,False,False,False,False,False,False
NP_001330033.1,False,False,False,False,False,False,False
NP_001330034.1,False,False,False,False,False,False,False
NP_001330035.1,False,False,False,False,False,False,False
NP_001330076.1,False,False,False,False,False,False,False
NP_001330137.1,True,True,True,True,True,True,False
NP_001330138.1,True,True,True,True,True,True,False
NP_001330139.1,True,True,True,True,True,True,False
NP_001330140.1,True,True,True,True,True,True,False
NP_001330323.1,True,True,True,True,True,True,False
NP_001330337.1,False,False,False,False,False,False,False
NP_001330338.1,False,False,False,False,False,False,False
NP_001330386.1,True,True,True,True,True,False,False
NP_001330499.1,False,True,True,True,True,False,False
NP_001330640.1,True,True,True,True,True,True,False
NP_001330641.1,True,True,True,True,True,True,False
NP_001330708.1,False,True,True,True,True,False,False
NP_001330712.1,True,True,True,True,True,True,False
NP_001330713.1,True,True,True,True,True,True,False
NP_001330714.1,True,True,True,True,True,True,False
NP_001330749.1,True,True,True,True,True,True,False
NP_001330750.1,True,True,True,True,True,True,False
NP_001330751.1,True,True,True,True,True,True,False
NP_001330752.1,True,True,True,True,True,True,False
NP_001330753.1,True,True,True,True,True,True,False
NP_001330754.1,True,True,True,True,True,True,False
NP_001330755.1,True,True,True,True,True,True,False
NP_001330914.1,True,True,True,True,True,True,False
NP_001330925.1,False,False,False,False,False,False,False
NP_001330960.1,True,True,True,True,True,True,False
NP_001331068.1,True,True,True,True,True,True,False
NP_001331069.1,True,True,True,True,True,True,False
NP_001331070.1,True,True,True,True,True,True,False
NP_001331071.1,True,True,True,True,True,True,False
NP_001331072.1,True,True,True,True,True,True,False
NP_001331084.1,False,False,False,False,False,False,False
NP_001331085.1,False,False,False,False,False,False,False
NP_001331200.1,False,True,True,True,True,False,False
NP_001331221.1,False,False,False,False,False,False,False
NP_001331222.1,False,False,False,False,False,False,False
NP_001331305.1,False,False,False,False,False,False,False
NP_001331309.1,True,True,True,True,True,True,False
NP_001331316.1,False,False,False,False,False,False,False
NP_001331322.1,False,False,False,False,False,False,False
NP_001331341.1,False,True,True,True,True,True,False
NP_001331342.1,True,True,True,True,True,True,False
NP_001331343.1,False,True,True,True,True,True,False
NP_001331362.1,False,True,True,True,True,True,False
NP_001331392.1,False,False,False,False,False,False,False
NP_001331467.1,True,True,True,True,True,True,False
NP_001331490.1,False,False,False,False,False,False,False
NP_001331491.1,False,False,False,False,False,False,False
NP_001331492.1,False,False,False,False,False,False,False
NP_001331502.1,True,True,True,True,True,True,False
NP_001331503.1,True,True,True,True,True,True,False
NP_001331514.1,True,True,True,True,True,True,False
NP_001331599.1,False,False,False,False,False,False,False
NP_001331600.1,False,False,False,False,False,False,False
NP_001331671.1,True,True,True,True,True,False,False
NP_001331726.1,True,True,True,True,True,True,False
NP_001331782.1,True,True,True,True,True,True,False
NP_001331804.1,False,False,False,False,False,False,False
NP_001331891.1,False,False,False,False,False,False,False
NP_001331924.1,False,False,False,False,False,False,False
NP_001331999.1,True,True,True,True,True,True,False
NP_001332003.1,False,False,False,False,False,False,False
NP_001332026.1,False,True,True,True,True,True,False
NP_001332071.1,False,False,False,False,False,False,False
NP_001332114.1,False,False,False,False,False,False,False
NP_001332152.1,False,False,False,False,False,False,False
NP_001332180.1,False,False,False,False,False,False,False
NP_001332263.1,False,False,False,False,False,False,False
NP_001332264.1,False,False,False,False,False,False,False
NP_001332362.1,False,False,False,False,False,False,False
NP_001332433.1,False,False,False,False,False,False,False
NP_001332434.1,False,False,False,False,False,False,False
NP_001332466.1,False,False,False,False,False,False,False
NP_001332491.1,True,True,True,True,True,True,False
NP_001332492.1,True,True,True,True,True,True,False
NP_001332504.1,False,False,False,False,False,False,False
NP_001332515.1,True,True,True,True,True,True,False
NP_001332592.1,True,True,True,True,True,True,False
NP_001332642.1,False,False,False,False,False,False,False
NP_001332643.1,False,False,False,False,False,False,False
NP_051066.1,False,False,False,False,False,False,False
NP_171612.1,True,False,False,False,False,False,True
NP_171618.1,False,False,False,False,False,False,False
NP_171654.1,False,False,False,False,False,False,False
NP_171714.2,False,False,False,False,False,False,False
NP_171723.2,False,False,False,False,False,False,False
NP_171791.1,False,False,False,False,False,False,False
NP_171792.1,False,False,False,False,False,False,False
NP_171932.1,False,False,False,False,False,False,False
NP_171935.1,False,False,False,False,False,False,False
NP_172037.1,False,False,False,False,False,False,False
NP_172067.1,False,False,False,False,False,False,False
NP_172088.2,False,False,False,False,False,False,False
NP_172106.1,False,False,False,False,False,False,False
NP_172181.1,False,False,False,False,False,False,False
NP_172237.1,False,True,True,True,True,False,False
NP_172265.1,False,True,True,True,True,False,False
NP_172360.1,False,False,False,False,False,False,False
NP_172362.3,True,False,False,False,False,False,True
NP_172383.3,True,False,False,False,False,False,True
NP_172448.1,False,False,False,False,False,False,False
NP_172468.3,True,True,True,True,True,True,False
NP_172488.1,False,False,False,False,False,False,False
NP_172561.2,True,True,True,True,True,True,False
NP_172598.1,False,False,False,False,False,False,False
NP_172601.3,True,True,True,True,True,False,False
NP_172627.2,False,False,False,False,False,False,False
NP_172647.2,False,True,True,True,True,True,False
NP_172660.5,False,False,False,False,False,False,False
NP_172684.1,False,False,False,False,False,False,False
NP_172685.1,True,True,True,True,True,True,False
NP_172686.1,True,True,True,True,True,True,False
NP_172692.1,True,True,True,True,True,True,False
NP_172849.1,False,True,True,True,True,False,False
NP_172889.1,False,True,True,True,True,False,False
NP_172893.1,False,False,False,False,False,False,False
NP_172932.1,False,False,False,False,False,False,False
NP_172946.1,False,False,False,False,False,False,False
NP_172947.1,False,False,False,False,False,False,False
NP_172948.1,False,False,False,False,False,False,False
NP_172949.1,False,False,False,False,False,False,False
NP_173005.1,False,False,False,False,False,False,False
NP_173006.1,True,True,True,True,True,False,False
NP_173044.1,False,False,False,False,False,False,False
NP_173062.1,False,True,True,True,True,False,False
NP_173063.1,False,True,True,True,True,False,False
NP_173064.1,False,True,True,True,True,False,False
NP_173067.2,False,True,True,True,True,False,False
NP_173168.1,False,True,True,True,True,False,False
NP_173203.2,True,True,True,True,True,True,False
NP_173204.1,True,True,True,True,True,True,False
NP_173205.1,True,True,True,True,True,True,False
NP_173217.1,True,True,True,True,True,True,False
NP_173228.1,False,False,False,False,False,False,False
NP_173233.1,False,True,True,True,True,False,False
NP_173271.1,False,True,True,True,True,False,False
NP_173292.1,False,False,False,False,False,False,False
NP_173302.2,False,True,True,True,True,False,False
NP_173321.4,False,False,False,False,False,False,False
NP_173344.2,True,False,False,False,False,False,True
NP_173357.1,True,False,False,False,False,False,True
NP_173359.3,False,False,False,False,False,False,False
NP_173372.1,False,True,True,True,True,False,False
NP_173387.1,False,False,False,False,False,False,False
NP_173391.2,False,False,False,False,False,False,False
NP_173468.1,False,False,False,False,False,False,False
NP_173489.2,False,True,True,True,True,False,False
NP_173506.1,False,False,False,False,False,False,False
NP_173514.1,False,False,False,False,False,False,False
NP_173535.1,False,False,False,False,False,False,False
NP_173702.1,False,False,False,False,False,False,False
NP_173813.1,False,False,False,False,False,False,False
NP_173814.2,False,True,True,True,True,False,False
NP_173820.1,False,False,False,False,False,False,False
NP_173824.2,False,False,False,False,False,False,False
NP_173920.1,False,False,False,False,False,False,False
NP_173925.3,False,False,False,False,False,False,False
NP_173944.1,False,False,False,False,False,False,False
NP_173965.1,False,False,False,False,False,False,False
NP_173966.1,False,False,False,False,False,False,False
NP_173985.1,False,False,False,False,False,False,False
NP_174019.2,False,True,True,True,True,False,False
NP_174033.1,False,False,False,False,False,False,False
NP_174037.3,True,True,True,True,True,True,False
NP_174116.1,False,False,False,False,False,False,False
NP_174158.1,False,False,False,False,False,False,False
NP_174166.1,True,True,True,True,True,True,False
NP_174228.1,False,False,False,False,False,False,False
NP_174334.2,False,False,False,False,False,False,False
NP_174346.1,False,False,False,False,False,False,False
NP_174413.2,False,False,False,False,False,False,False
NP_174414.1,False,False,False,False,False,False,False
NP_174420.1,False,False,False,False,False,False,False
NP_174439.2,True,True,True,True,True,True,False
NP_174441.1,False,False,False,False,False,False,False
NP_174510.1,False,True,True,True,True,False,False
NP_174563.2,True,True,True,True,True,True,False
NP_174617.1,False,False,False,False,False,False,False
NP_174620.2,True,True,True,True,True,True,False
NP_174660.2,False,False,False,False,False,False,False
NP_174764.1,False,False,False,False,False,False,False
NP_174978.1,False,False,False,False,False,False,False
NP_174980.3,False,False,False,False,False,False,False
NP_174998.1,False,False,False,False,False,False,False
NP_175008.1,False,False,False,False,False,False,False
NP_175104.1,False,False,False,False,False,False,False
NP_175128.1,False,False,False,False,False,False,False
NP_175170.1,False,True,True,True,True,False,False
NP_175185.1,False,False,False,False,False,False,False
NP_175274.1,False,False,False,False,False,False,False
NP_175283.2,False,False,False,False,False,False,False
NP_175296.1,False,False,False,False,False,False,False
NP_175314.1,False,False,False,False,False,False,False
NP_175368.2,False,False,False,False,False,False,False
NP_175377.2,False,False,False,False,False,False,False
NP_175400.1,False,False,False,False,False,False,False
NP_175402.2,False,False,False,False,False,False,False
NP_175425.2,False,False,False,False,False,False,False
NP_175479.1,False,False,False,False,False,False,False
NP_175520.1,False,False,False,False,False,False,False
NP_175547.1,False,False,False,False,False,False,False
NP_175561.1,False,False,False,False,False,False,False
NP_175577.1,False,True,True,True,True,False,False
NP_175591.1,True,True,True,True,True,True,False
NP_175606.2,True,True,True,True,True,False,False
NP_175615.1,False,False,False,False,False,False,False
NP_175616.1,False,False,False,False,False,False,False
NP_175649.1,False,False,False,False,False,False,False
NP_175675.4,True,True,True,True,True,True,False
NP_175721.1,False,False,False,False,False,False,False
NP_175797.2,False,False,False,False,False,False,False
NP_175806.3,False,False,False,False,False,False,False
NP_175856.1,False,False,False,False,False,False,False
NP_175899.1,False,False,False,False,False,False,False
NP_175900.1,False,False,False,False,False,False,False
NP_175911.1,False,False,False,False,False,False,False
NP_175983.5,False,False,False,False,False,False,False
NP_176012.1,False,False,False,False,False,False,False
NP_176043.1,True,True,True,True,True,True,False
NP_176044.1,True,True,True,True,True,True,False
NP_176050.1,False,False,False,False,False,False,False
NP_176078.4,True,True,True,True,True,False,False
NP_176112.3,False,False,False,False,False,False,False
NP_176122.2,False,False,False,False,False,False,False
NP_176135.1,True,True,True,True,True,True,False
NP_176137.1,True,True,True,True,True,True,False
NP_176151.2,True,True,True,True,True,True,False
NP_176153.1,True,True,True,True,True,True,False
NP_176191.1,False,False,False,False,False,False,False
NP_176196.1,False,False,False,False,False,False,False
NP_176205.1,False,False,False,False,False,False,False
NP_176279.1,True,True,True,True,True,True,False
NP_176302.2,False,False,False,False,False,False,False
NP_176313.1,True,True,True,True,True,True,False
NP_176325.2,True,True,True,True,True,True,False
NP_176326.2,True,True,True,True,True,True,False
NP_176341.3,True,True,True,True,True,False,False
NP_176343.2,False,True,True,True,True,False,False
NP_176350.1,False,False,False,False,False,False,False
NP_176352.1,False,False,False,False,False,False,False
NP_176353.1,False,True,True,True,True,False,False
NP_176428.1,False,False,False,False,False,False,False
NP_176511.1,False,False,False,False,False,False,False
NP_176561.2,True,True,True,True,True,True,False
NP_176572.1,True,True,True,True,True,True,False
NP_176590.2,True,True,True,True,True,True,False
NP_176599.2,False,False,False,False,False,False,False
NP_176610.1,True,True,True,True,True,False,False
NP_176636.1,False,False,False,False,False,False,False
NP_176659.6,False,False,False,False,False,False,False
NP_176755.1,False,True,True,True,True,False,False
NP_176760.2,False,True,True,True,True,True,False
NP_176763.1,False,False,False,False,False,False,False
NP_176768.1,False,False,False,False,False,False,False
NP_176799.2,True,True,True,True,True,True,False
NP_176801.1,False,False,False,False,False,False,False
NP_176802.1,False,False,False,False,False,False,False
NP_176808.3,False,False,False,False,False,False,False
NP_176870.2,True,True,True,True,True,False,False
NP_176919.2,False,True,True,True,True,False,False
NP_177077.3,False,False,False,False,False,False,False
NP_177096.1,False,False,False,False,False,False,False
NP_177103.1,False,False,False,False,False,False,False
NP_177131.1,False,True,True,True,True,False,False
NP_177137.2,False,True,True,True,True,False,False
NP_177152.2,False,False,False,False,False,False,False
NP_177168.1,True,True,True,True,True,False,False
NP_177170.1,True,True,True,True,True,False,False
NP_177174.1,False,False,False,False,False,False,False
NP_177213.1,False,False,False,False,False,False,False
NP_177227.5,False,False,False,False,False,False,False
NP_177240.3,False,False,False,False,False,False,False
NP_177241.3,False,False,False,False,False,False,False
NP_177244.1,False,False,False,False,False,False,False
NP_177245.1,False,False,False,False,False,False,False
NP_177278.3,False,False,False,False,False,False,False
NP_177282.2,False,False,False,False,False,False,False
NP_177331.1,False,False,False,False,False,False,False
NP_177338.1,False,False,False,False,False,False,False
NP_177373.1,False,False,False,False,False,False,False
NP_177396.1,False,False,False,False,False,False,False
NP_177429.2,True,True,True,True,True,True,False
NP_177436.1,False,True,True,True,True,False,False
NP_177451.1,True,True,True,True,True,True,False
NP_177492.1,False,True,True,True,True,False,False
NP_177538.1,False,False,False,False,False,False,False
NP_177548.1,False,False,False,False,False,False,False
NP_177550.1,False,False,False,False,False,False,False
NP_177631.1,False,False,False,False,False,False,False
NP_177640.1,True,False,False,False,False,True,False
NP_177671.1,False,False,False,False,False,False,False
NP_177722.1,False,False,False,False,False,False,False
NP_177735.1,False,False,False,False,False,False,False
NP_177757.1,False,False,False,False,False,False,False
NP_177763.1,False,True,True,True,True,False,False
NP_177862.1,False,False,False,False,False,False,False
NP_177871.1,False,False,False,False,False,False,False
NP_177886.2,False,False,False,False,False,False,False
NP_178052.1,False,True,True,True,True,False,False
NP_178085.1,False,True,True,True,True,False,False
NP_178086.1,False,True,True,True,True,False,False
NP_178125.1,False,True,True,True,True,False,False
NP_178161.1,False,False,False,False,False,False,False
NP_178175.1,False,False,False,False,False,False,False
NP_178183.2,True,False,False,False,False,False,True
NP_178193.1,False,False,False,False,False,False,False
NP_178197.1,False,False,False,False,False,False,False
NP_178199.1,False,True,True,False,False,False,False
NP_178317.2,False,False,False,False,False,False,False
NP_178319.1,False,False,False,False,False,False,False
NP_178320.1,False,False,False,False,False,False,False
NP_178321.1,False,False,False,False,False,False,False
NP_178322.1,False,False,False,False,False,False,False
NP_178330.1,True,True,True,True,True,True,False
NP_178377.2,False,False,False,False,False,False,False
NP_178383.1,False,True,True,True,True,False,False
NP_178407.2,False,False,False,False,False,False,False
NP_178429.1,False,True,True,True,True,False,False
NP_178443.1,False,False,False,False,False,False,False
NP_178471.1,False,False,False,False,False,False,False
NP_178551.2,False,False,False,False,False,False,False
NP_178637.2,True,True,True,True,True,True,False
NP_178651.1,False,True,True,True,True,False,False
NP_178731.2,False,True,True,True,True,False,False
NP_178999.2,True,True,True,True,True,True,False
NP_179000.3,True,True,True,True,True,True,False
NP_179062.1,False,False,False,False,False,False,False
NP_179064.1,False,True,True,True,True,True,False
NP_179150.3,False,False,False,False,False,False,False
NP_179232.1,False,False,False,False,False,False,False
NP_179297.2,True,True,True,True,True,True,False
NP_179298.2,True,True,True,True,True,True,False
NP_179318.1,False,False,False,False,False,False,False
NP_179323.1,False,False,False,False,False,False,False
NP_179335.3,False,False,False,False,False,False,False
NP_179409.1,False,True,True,True,True,False,False
NP_179469.1,False,False,False,False,False,False,False
NP_179509.1,True,True,True,True,True,True,False
NP_179534.1,True,True,True,True,True,True,False
NP_179549.1,False,False,False,False,False,False,False
NP_179566.1,False,False,False,False,False,False,False
NP_179571.1,False,False,False,False,False,False,False
NP_179589.1,True,True,True,True,True,True,False
NP_179621.1,False,False,False,False,False,False,False
NP_179650.1,False,False,False,False,False,False,False
NP_179708.2,False,False,False,False,False,False,False
NP_179760.1,False,False,False,False,False,False,False
NP_179791.1,False,False,False,False,False,False,False
NP_179812.1,False,False,False,False,False,False,False
NP_179820.2,False,False,False,False,False,False,False
NP_179896.1,False,False,False,False,False,False,False
NP_179937.1,False,False,False,False,False,False,False
NP_179943.1,False,False,False,False,False,False,False
NP_179957.1,False,True,True,True,True,False,False
NP_180072.1,False,True,True,False,False,False,False
NP_180171.1,False,False,False,False,False,False,False
NP_180172.1,False,False,False,False,False,False,False
NP_180197.1,False,True,True,True,True,False,False
NP_180201.1,True,True,True,True,True,True,False
NP_180255.1,False,False,False,False,False,False,False
NP_180273.1,False,False,False,False,False,False,False
NP_180426.1,False,True,True,True,True,False,False
NP_180459.2,False,True,True,True,True,False,False
NP_180485.1,True,True,True,True,True,False,False
NP_180488.1,True,True,True,True,True,False,False
NP_180496.1,False,False,False,False,False,False,False
NP_180507.1,False,False,False,False,False,False,False
NP_180633.3,False,False,False,False,False,False,False
NP_180635.3,False,False,False,False,False,False,False
NP_180643.1,False,False,False,False,False,False,False
NP_180747.1,True,True,True,True,True,True,False
NP_180758.1,False,False,False,False,False,False,False
NP_180773.3,False,True,True,True,True,False,False
NP_180827.1,False,True,True,True,True,False,False
NP_180845.2,False,False,False,False,False,False,False
NP_180853.2,False,False,False,False,False,False,False
NP_180896.1,False,False,False,False,False,False,False
NP_180912.2,False,False,False,False,False,False,False
NP_180916.1,False,True,True,True,True,False,False
NP_180923.1,False,False,False,False,False,False,False
NP_181007.1,False,False,False,False,False,False,False
NP_181016.1,False,False,False,False,False,False,False
NP_181045.1,False,False,False,False,False,False,False
NP_181056.2,False,False,False,False,False,False,False
NP_181137.2,False,False,False,False,False,False,False
NP_181140.1,False,False,False,True,True,False,False
NP_181142.1,False,False,False,False,False,False,False
NP_181186.1,False,False,False,False,False,False,False
NP_181190.3,False,False,False,False,False,False,False
NP_181241.1,True,True,True,True,True,False,False
NP_181250.1,False,False,False,False,False,False,False
NP_181259.1,False,False,False,False,False,False,False
NP_181299.1,False,False,False,False,False,False,False
NP_181307.1,True,True,True,True,True,False,False
NP_181359.1,False,False,False,False,False,False,False
NP_181381.2,False,True,True,True,True,False,False
NP_181455.1,False,False,False,False,False,False,False
NP_181459.4,False,False,False,False,False,False,False
NP_181496.1,False,True,True,True,True,False,False
NP_181507.1,False,False,False,False,False,False,False
NP_181529.1,False,False,False,False,False,False,False
NP_181532.2,False,False,False,False,False,False,False
NP_181551.1,False,False,False,False,False,False,False
NP_181607.1,False,False,False,False,False,False,False
NP_181620.1,False,False,False,False,False,False,False
NP_181635.2,False,False,False,False,False,False,False
NP_181639.1,False,False,False,False,False,False,False
NP_181668.1,False,True,True,True,True,False,False
NP_181679.4,False,False,False,False,False,False,False
NP_181687.1,False,False,False,False,False,False,False
NP_181730.1,False,False,False,False,False,False,False
NP_181755.1,False,False,False,False,False,False,False
NP_181781.1,False,False,False,False,False,False,False
NP_181879.1,False,False,False,False,False,False,False
NP_181880.1,False,False,False,False,False,False,False
NP_181881.2,False,False,False,False,False,False,False
NP_181885.1,True,True,True,True,True,True,False
NP_181897.1,True,True,True,True,True,False,False
NP_181898.1,True,True,True,True,True,False,False
NP_181899.1,False,False,False,False,False,False,False
NP_181907.1,False,True,True,True,True,False,False
NP_181913.3,False,True,True,True,True,False,False
NP_181919.1,False,False,False,False,False,False,False
NP_181939.1,False,False,False,False,False,False,False
NP_181972.2,False,False,False,False,False,False,False
NP_181977.1,False,False,False,False,False,False,False
NP_182011.1,False,False,False,False,False,False,False
NP_182022.2,False,False,False,False,False,False,False
NP_182100.2,False,False,False,False,False,False,False
NP_182106.1,False,False,False,False,False,False,False
NP_182113.2,False,False,False,False,False,False,False
NP_182147.1,False,False,False,False,False,False,False
NP_182153.2,False,False,False,False,False,False,False
NP_182163.1,False,False,False,False,False,False,False
NP_182167.2,False,False,False,False,False,False,False
NP_182235.1,False,False,False,False,False,False,False
NP_182274.1,False,False,False,False,False,False,False
NP_186770.3,False,False,False,False,False,False,False
NP_186777.1,False,False,False,False,False,False,False
NP_186779.1,False,True,True,True,True,False,False
NP_186791.1,False,False,False,False,False,False,False
NP_186799.2,False,False,False,False,False,False,False
NP_186817.1,False,False,False,False,False,False,False
NP_186857.1,False,False,False,False,False,False,False
NP_186995.1,False,False,False,False,False,False,False
NP_187014.1,False,False,False,False,False,False,False
NP_187047.1,False,False,False,False,False,False,False
NP_187051.3,True,True,True,True,True,True,False
NP_187123.1,True,False,True,False,False,False,False
NP_187125.1,False,False,False,False,False,False,False
NP_187187.1,False,True,True,True,True,False,False
NP_187274.1,False,True,True,True,False,False,False
NP_187301.1,False,False,False,False,False,False,False
NP_187307.3,False,False,False,False,False,False,False
NP_187354.1,False,False,False,False,False,False,False
NP_187360.1,True,True,True,True,True,True,False
NP_187401.1,False,False,False,False,False,False,False
NP_187464.1,False,False,False,False,False,False,False
NP_187499.1,True,True,True,True,True,False,False
NP_187508.5,False,False,False,False,False,False,False
NP_187515.1,False,False,False,False,False,False,False
NP_187531.1,False,False,False,False,False,False,False
NP_187537.1,False,False,False,False,False,False,False
NP_187582.1,False,False,False,False,False,False,False
NP_187594.1,False,True,True,True,True,False,False
NP_187609.2,False,False,False,False,False,False,False
NP_187630.1,False,False,False,False,False,False,False
NP_187650.4,True,False,False,False,False,False,True
NP_187679.1,False,False,False,False,False,False,False
NP_187728.1,False,False,False,False,False,False,False
