protein_id,blastp_default,blastp_filteroff,psiblast_default,psiblast_filteroff
NP_001323487.1,0.0,0.0,0.0,0.0
NP_001323488.1,0.0,0.0,0.0,0.0
NP_001323489.1,0.0,0.0,0.0,0.0
NP_001323490.1,173.0,172.0,292.0,303.0
NP_001323491.1,0.0,0.0,31.6,40.4
NP_001323492.1,0.0,0.0,0.0,0.0
NP_001323493.1,0.0,0.0,0.0,0.0
NP_001323494.1,0.0,0.0,0.0,0.0
NP_001323495.1,0.0,0.0,0.0,0.0
NP_001323496.1,0.0,0.0,0.0,0.0
NP_001323497.1,0.0,0.0,0.0,0.0
NP_001323498.1,0.0,0.0,0.0,0.0
NP_001323499.1,0.0,0.0,0.0,0.0
NP_001323500.1,0.0,0.0,0.0,0.0
NP_001323501.1,0.0,0.0,0.0,0.0
NP_001323502.1,0.0,0.0,0.0,0.0
NP_001323503.1,0.0,0.0,0.0,0.0
NP_001323504.1,197.0,206.0,235.0,223.0
NP_001323505.1,0.0,0.0,0.0,0.0
NP_001323506.1,0.0,0.0,0.0,0.0
NP_001323507.1,0.0,0.0,0.0,0.0
NP_001323508.1,0.0,0.0,0.0,0.0
NP_001323509.1,0.0,0.0,47.0,39.7
NP_001323510.1,0.0,0.0,47.0,39.7
NP_001323511.1,0.0,0.0,47.0,39.7
NP_001323512.1,0.0,0.0,0.0,0.0
NP_001323513.1,0.0,0.0,0.0,0.0
NP_001323514.1,0.0,0.0,0.0,0.0
NP_001323515.1,0.0,0.0,0.0,0.0
NP_001323516.1,0.0,0.0,0.0,0.0
NP_001323517.1,0.0,0.0,0.0,0.0
NP_001323518.1,0.0,0.0,0.0,0.0
NP_001323519.1,0.0,0.0,0.0,0.0
NP_001323520.1,0.0,0.0,0.0,0.0
NP_001323521.1,0.0,0.0,0.0,0.0
NP_001323522.1,0.0,0.0,0.0,0.0
NP_001323523.1,0.0,0.0,0.0,0.0
NP_001323524.1,0.0,0.0,0.0,0.0
NP_001323525.1,0.0,0.0,33.2,35.0
NP_001323526.1,0.0,0.0,0.0,0.0
NP_001323527.1,0.0,0.0,0.0,0.0
NP_001323528.1,0.0,0.0,0.0,0.0
NP_001323529.1,0.0,0.0,0.0,0.0
NP_001323530.1,0.0,0.0,0.0,0.0
NP_001323531.1,0.0,0.0,0.0,0.0
NP_001323532.1,0.0,0.0,0.0,0.0
NP_001323533.1,0.0,0.0,0.0,0.0
NP_001323534.1,0.0,0.0,0.0,0.0
NP_001323535.1,0.0,0.0,0.0,0.0
NP_001323536.1,0.0,0.0,0.0,0.0
NP_001323537.1,0.0,0.0,0.0,0.0
NP_001323538.1,0.0,0.0,0.0,0.0
NP_001323539.1,0.0,0.0,0.0,0.0
NP_001323540.1,0.0,0.0,0.0,0.0
NP_001323541.1,0.0,0.0,0.0,0.0
NP_001323542.1,0.0,0.0,0.0,0.0
NP_001323543.1,0.0,0.0,0.0,0.0
NP_001323544.1,0.0,0.0,0.0,0.0
NP_001323545.1,0.0,0.0,0.0,0.0
NP_001323546.1,0.0,0.0,0.0,0.0
NP_001323547.1,0.0,0.0,32.0,0.0
NP_001323548.1,0.0,0.0,0.0,0.0
NP_001323549.1,0.0,0.0,0.0,0.0
NP_001323550.1,0.0,0.0,0.0,0.0
NP_001323551.1,0.0,0.0,0.0,0.0
NP_001323552.1,0.0,0.0,0.0,0.0
NP_001323553.1,0.0,0.0,0.0,0.0
NP_001323554.1,0.0,0.0,0.0,0.0
NP_001323555.1,0.0,0.0,0.0,0.0
NP_001323556.1,0.0,0.0,0.0,0.0
NP_001323557.1,0.0,0.0,0.0,0.0
NP_001323558.1,0.0,0.0,32.4,32.4
NP_001323559.1,0.0,0.0,32.4,32.4
NP_001323560.1,0.0,0.0,0.0,0.0
NP_001323561.1,0.0,0.0,0.0,0.0
NP_001323562.1,0.0,0.0,0.0,29.7
NP_001323563.1,0.0,0.0,31.5,35.1
NP_001323564.1,131.0,129.0,233.0,234.0
NP_001323565.1,0.0,0.0,0.0,0.0
NP_001323566.1,0.0,0.0,0.0,0.0
NP_001323567.1,0.0,0.0,0.0,0.0
NP_001323568.1,0.0,0.0,0.0,0.0
NP_001323569.1,0.0,0.0,0.0,0.0
NP_001323570.1,0.0,0.0,0.0,0.0
NP_001323571.1,0.0,0.0,0.0,0.0
NP_001323572.1,0.0,0.0,0.0,0.0
NP_001323573.1,0.0,0.0,0.0,0.0
NP_001323574.1,0.0,0.0,0.0,37.9
NP_001323575.1,0.0,0.0,0.0,0.0
NP_001323576.1,0.0,0.0,0.0,0.0
NP_001323577.1,0.0,0.0,0.0,0.0
NP_001323578.1,0.0,0.0,0.0,0.0
NP_001323579.1,0.0,0.0,0.0,0.0
NP_001323580.1,0.0,0.0,0.0,0.0
NP_001323581.1,0.0,0.0,0.0,0.0
NP_001323582.1,0.0,0.0,0.0,0.0
NP_001323583.1,0.0,0.0,0.0,0.0
NP_001323584.1,0.0,0.0,0.0,29.8
NP_001323585.1,0.0,0.0,0.0,29.8
NP_001323586.1,0.0,0.0,0.0,0.0
NP_001323587.1,0.0,0.0,31.2,0.0
NP_001323588.1,0.0,0.0,0.0,0.0
NP_001323589.1,0.0,0.0,0.0,0.0
NP_001323590.1,0.0,0.0,0.0,0.0
NP_001323591.1,0.0,0.0,0.0,0.0
NP_001323592.1,0.0,0.0,0.0,0.0
NP_001323593.1,0.0,0.0,0.0,0.0
NP_001323594.1,0.0,0.0,35.4,70.2
NP_001323595.1,0.0,0.0,0.0,40.1
NP_001323596.1,0.0,0.0,0.0,0.0
NP_001323597.1,0.0,0.0,0.0,0.0
NP_001323598.1,0.0,0.0,0.0,0.0
NP_001323599.1,0.0,0.0,32.7,35.1
NP_001323600.1,0.0,0.0,33.1,35.1
NP_001323601.1,0.0,0.0,32.7,35.1
NP_001323602.1,35.8,36.6,84.2,78.8
NP_001323603.1,35.8,36.6,84.2,78.8
NP_001323604.1,35.8,36.6,84.2,78.8
NP_001323605.1,35.8,36.6,84.2,78.8
NP_001323606.1,176.0,198.0,327.0,393.0
NP_001323607.1,163.0,197.0,379.0,490.0
NP_001323608.1,0.0,0.0,0.0,30.1
NP_001323609.1,0.0,0.0,0.0,0.0
NP_001323610.1,0.0,0.0,0.0,0.0
NP_001323611.1,0.0,0.0,0.0,0.0
NP_001323612.1,0.0,0.0,0.0,0.0
NP_001323613.1,0.0,0.0,0.0,0.0
NP_001323614.1,0.0,0.0,39.7,40.1
NP_001323615.1,0.0,0.0,0.0,0.0
NP_001323616.1,0.0,0.0,0.0,0.0
NP_001323617.1,0.0,0.0,0.0,0.0
NP_001323618.1,0.0,0.0,0.0,0.0
NP_001323619.1,0.0,0.0,0.0,0.0
NP_001323620.1,0.0,0.0,0.0,0.0
NP_001323621.1,0.0,0.0,0.0,0.0
NP_001323622.1,0.0,0.0,0.0,31.0
NP_001323623.1,0.0,0.0,0.0,0.0
NP_001323624.1,0.0,0.0,0.0,0.0
NP_001323625.1,0.0,0.0,0.0,0.0
NP_001323626.1,0.0,0.0,0.0,0.0
NP_001323627.1,0.0,0.0,32.7,32.0
NP_001323628.1,0.0,0.0,32.7,32.0
NP_001323629.1,0.0,0.0,32.7,32.0
NP_001323630.1,0.0,0.0,33.1,32.0
NP_001323631.1,0.0,0.0,32.7,32.0
NP_001323632.1,0.0,0.0,32.7,32.0
NP_001323633.1,0.0,0.0,32.7,32.0
NP_001323634.1,0.0,0.0,33.1,32.0
NP_001323635.1,0.0,0.0,0.0,0.0
NP_001323636.1,0.0,0.0,31.2,34.7
NP_001323637.1,0.0,0.0,31.2,34.7
NP_001323638.1,0.0,0.0,0.0,0.0
NP_001323639.1,0.0,0.0,0.0,35.0
NP_001323640.1,0.0,0.0,0.0,27.9
NP_001323641.1,512.0,551.0,781.0,876.0
NP_001323642.1,0.0,0.0,0.0,0.0
NP_001323643.1,0.0,0.0,0.0,0.0
NP_001323644.1,0.0,0.0,0.0,0.0
NP_001323645.1,0.0,0.0,0.0,0.0
NP_001323646.1,0.0,0.0,0.0,0.0
NP_001323647.1,0.0,0.0,0.0,0.0
NP_001323648.1,0.0,0.0,0.0,33.2
NP_001323649.1,0.0,0.0,0.0,33.2
NP_001323650.1,0.0,0.0,0.0,0.0
NP_001323651.1,0.0,0.0,0.0,27.8
NP_001323652.1,0.0,0.0,0.0,0.0
NP_001323653.1,0.0,0.0,0.0,0.0
NP_001323654.1,0.0,0.0,0.0,29.8
NP_001323655.1,0.0,0.0,0.0,0.0
NP_001323656.1,0.0,0.0,0.0,0.0
NP_001323657.1,33.1,31.6,117.0,49.5
NP_001323658.1,33.5,31.6,115.0,49.5
NP_001323659.1,33.5,31.6,115.0,49.5
NP_001323660.1,0.0,0.0,0.0,0.0
NP_001323661.1,0.0,0.0,0.0,0.0
NP_001323662.1,0.0,0.0,0.0,0.0
NP_001323663.1,0.0,0.0,34.4,0.0
NP_001323664.1,0.0,0.0,34.0,0.0
NP_001323665.1,0.0,0.0,0.0,0.0
NP_001323666.1,0.0,0.0,0.0,0.0
NP_001323667.1,0.0,0.0,0.0,0.0
NP_001323668.1,0.0,0.0,0.0,0.0
NP_001323669.1,0.0,0.0,0.0,0.0
NP_001323670.1,0.0,0.0,0.0,0.0
NP_001323671.1,0.0,0.0,0.0,0.0
NP_001323672.1,0.0,0.0,0.0,0.0
NP_001323673.1,0.0,0.0,0.0,0.0
NP_001323674.1,0.0,0.0,0.0,0.0
NP_001323675.1,0.0,0.0,0.0,0.0
NP_001323676.1,0.0,0.0,0.0,0.0
NP_001323677.1,0.0,0.0,0.0,0.0
NP_001323678.1,0.0,0.0,0.0,0.0
NP_001323679.1,0.0,0.0,0.0,35.1
NP_001323680.1,0.0,0.0,0.0,0.0
NP_001323681.1,0.0,0.0,0.0,0.0
NP_001323682.1,0.0,0.0,0.0,0.0
NP_001323683.1,0.0,0.0,0.0,0.0
NP_001323684.1,0.0,0.0,0.0,0.0
NP_001323685.1,0.0,0.0,0.0,0.0
NP_001323686.1,0.0,0.0,0.0,0.0
NP_001323687.1,0.0,0.0,0.0,58.0
NP_001323688.1,0.0,0.0,0.0,0.0
NP_001323689.1,0.0,0.0,0.0,0.0
NP_001323690.1,0.0,0.0,0.0,0.0
NP_001323691.1,0.0,0.0,0.0,0.0
NP_001323692.1,0.0,0.0,0.0,0.0
NP_001323693.1,0.0,0.0,0.0,0.0
NP_001323694.1,0.0,0.0,0.0,0.0
NP_001323695.1,0.0,0.0,0.0,0.0
NP_001323696.1,0.0,0.0,0.0,0.0
NP_001323697.1,0.0,0.0,0.0,0.0
NP_001323698.1,0.0,0.0,0.0,0.0
NP_001323699.1,0.0,0.0,0.0,0.0
NP_001323700.1,0.0,0.0,0.0,0.0
NP_001323701.1,0.0,0.0,0.0,0.0
NP_001323702.1,0.0,0.0,0.0,0.0
NP_001323703.1,170.0,162.0,277.0,258.0
NP_001323704.1,169.0,162.0,277.0,258.0
NP_001323705.1,0.0,0.0,0.0,0.0
NP_001323706.1,540.0,541.0,894.0,894.0
NP_001323707.1,0.0,0.0,0.0,0.0
NP_001323708.1,0.0,0.0,0.0,0.0
NP_001323709.1,0.0,0.0,0.0,32.3
NP_001323710.1,0.0,0.0,0.0,32.3
NP_001323711.1,0.0,0.0,0.0,0.0
NP_001323712.1,0.0,0.0,0.0,0.0
NP_001323713.1,0.0,0.0,0.0,0.0
NP_001323714.1,0.0,0.0,0.0,0.0
NP_001323715.1,0.0,0.0,0.0,0.0
NP_001323716.1,0.0,0.0,0.0,0.0
NP_001323717.1,0.0,0.0,0.0,0.0
NP_001323718.1,0.0,0.0,0.0,0.0
NP_001323719.1,0.0,0.0,0.0,0.0
NP_001323720.1,0.0,0.0,0.0,0.0
NP_001323721.1,0.0,0.0,0.0,0.0
NP_001323722.1,0.0,0.0,0.0,0.0
NP_001323723.1,0.0,0.0,0.0,0.0
NP_001323724.1,0.0,0.0,0.0,0.0
NP_001323725.1,0.0,0.0,0.0,0.0
NP_001323726.1,0.0,0.0,0.0,0.0
NP_001323727.1,0.0,0.0,0.0,0.0
NP_001323728.1,0.0,0.0,0.0,0.0
NP_001323729.1,0.0,0.0,0.0,0.0
NP_001323730.1,0.0,0.0,0.0,34.2
NP_001323731.1,0.0,0.0,0.0,34.2
NP_001323732.1,0.0,0.0,0.0,0.0
NP_001323733.1,308.0,311.0,589.0,550.0
NP_001323734.1,308.0,311.0,589.0,550.0
NP_001323735.1,213.0,208.0,312.0,310.0
NP_001323736.1,213.0,208.0,312.0,310.0
NP_001323737.1,213.0,208.0,312.0,310.0
NP_001323738.1,213.0,208.0,312.0,310.0
NP_001323739.1,0.0,0.0,0.0,0.0
NP_001323740.1,0.0,0.0,0.0,0.0
NP_001323741.1,0.0,0.0,0.0,0.0
NP_001323742.1,0.0,0.0,0.0,0.0
NP_001323743.1,0.0,0.0,0.0,0.0
NP_001323744.1,0.0,0.0,0.0,31.2
NP_001323745.1,0.0,0.0,0.0,0.0
NP_001323746.1,86.7,84.7,190.0,179.0
NP_001323747.1,0.0,0.0,0.0,0.0
NP_001323748.1,0.0,0.0,0.0,0.0
NP_001323749.1,0.0,0.0,0.0,0.0
NP_001323750.1,0.0,0.0,0.0,0.0
NP_001323751.1,0.0,0.0,0.0,0.0
NP_001323752.1,205.0,213.0,421.0,448.0
NP_001323753.1,0.0,0.0,0.0,0.0
NP_001323754.1,0.0,0.0,0.0,0.0
NP_001323755.1,0.0,0.0,0.0,0.0
NP_001323756.1,0.0,0.0,0.0,0.0
NP_001323757.1,0.0,0.0,0.0,0.0
NP_001323758.1,0.0,0.0,0.0,0.0
NP_001323759.1,0.0,0.0,0.0,0.0
NP_001323760.1,0.0,0.0,0.0,30.1
NP_001323761.1,0.0,0.0,0.0,30.1
NP_001323762.1,0.0,0.0,0.0,30.1
NP_001323763.1,82.0,81.3,189.0,188.0
NP_001323764.1,0.0,0.0,0.0,0.0
NP_001323765.1,0.0,0.0,0.0,0.0
NP_001323766.1,0.0,0.0,0.0,0.0
NP_001323767.1,0.0,0.0,0.0,0.0
NP_001323768.1,0.0,0.0,0.0,0.0
NP_001323769.1,0.0,0.0,0.0,0.0
NP_001323770.1,0.0,0.0,0.0,0.0
NP_001323771.1,0.0,0.0,0.0,0.0
NP_001323772.1,0.0,0.0,0.0,0.0
NP_001323773.1,0.0,0.0,0.0,0.0
NP_001323774.1,0.0,0.0,0.0,0.0
NP_001323775.1,0.0,0.0,0.0,0.0
NP_001323776.1,0.0,0.0,0.0,0.0
NP_001323777.1,0.0,0.0,0.0,0.0
NP_001323778.1,0.0,0.0,0.0,0.0
NP_001323779.1,0.0,0.0,0.0,0.0
NP_001323780.1,0.0,0.0,0.0,0.0
NP_001323781.1,0.0,0.0,0.0,0.0
NP_001323782.1,0.0,0.0,0.0,0.0
NP_001323783.1,0.0,0.0,0.0,0.0
NP_001323784.1,0.0,0.0,0.0,0.0
NP_001323785.1,0.0,0.0,0.0,0.0
NP_001323786.1,0.0,0.0,0.0,0.0
NP_001323787.1,0.0,0.0,0.0,0.0
NP_001323788.1,0.0,0.0,0.0,0.0
NP_001323789.1,0.0,0.0,0.0,0.0
NP_001323790.1,0.0,0.0,0.0,0.0
NP_001323791.1,0.0,0.0,0.0,0.0
NP_001323792.1,0.0,0.0,0.0,0.0
NP_001323793.1,0.0,0.0,0.0,0.0
NP_001323794.1,0.0,0.0,0.0,0.0
NP_001323795.1,0.0,0.0,0.0,0.0
NP_001323796.1,831.0,845.0,975.0,1014.0
NP_001323797.1,0.0,0.0,0.0,0.0
NP_001323798.1,0.0,0.0,0.0,0.0
NP_001323799.1,0.0,0.0,33.2,36.2
NP_001323800.1,0.0,0.0,33.2,36.2
NP_001323801.1,0.0,0.0,0.0,0.0
NP_001323802.1,0.0,0.0,0.0,0.0
NP_001323803.1,0.0,0.0,0.0,0.0
NP_001323804.1,0.0,0.0,0.0,0.0
NP_001323805.1,0.0,0.0,0.0,0.0
NP_001323806.1,0.0,0.0,0.0,0.0
NP_001323807.1,0.0,0.0,0.0,0.0
NP_001323808.1,0.0,0.0,0.0,0.0
NP_001323809.1,0.0,0.0,0.0,0.0
NP_001323810.1,0.0,0.0,0.0,0.0
NP_001323811.1,0.0,0.0,0.0,0.0
NP_001323812.1,0.0,0.0,0.0,0.0
NP_001323813.1,0.0,0.0,0.0,0.0
NP_001323814.1,0.0,0.0,0.0,42.9
NP_001323815.1,0.0,0.0,0.0,0.0
NP_001323816.1,0.0,0.0,0.0,0.0
NP_001323817.1,0.0,0.0,0.0,0.0
NP_001323818.1,0.0,0.0,0.0,0.0
NP_001323819.1,0.0,0.0,0.0,0.0
NP_001323820.1,0.0,0.0,0.0,0.0
NP_001323821.1,0.0,0.0,0.0,0.0
NP_001323822.1,0.0,0.0,0.0,0.0
NP_001323823.1,0.0,0.0,0.0,0.0
NP_001323824.1,0.0,0.0,0.0,0.0
NP_001323825.1,0.0,0.0,0.0,0.0
NP_001323826.1,0.0,0.0,0.0,0.0
NP_001323827.1,0.0,0.0,0.0,0.0
NP_001323828.1,0.0,0.0,0.0,0.0
NP_001323829.1,0.0,0.0,0.0,0.0
NP_001323830.1,0.0,0.0,0.0,0.0
NP_001323831.1,0.0,0.0,0.0,0.0
NP_001323832.1,0.0,0.0,0.0,0.0
NP_001323833.1,0.0,0.0,0.0,0.0
NP_001323834.1,0.0,0.0,32.3,42.8
NP_001323835.1,0.0,0.0,32.3,42.8
NP_001323836.1,0.0,0.0,34.6,42.8
NP_001323837.1,0.0,0.0,32.3,42.8
NP_001323838.1,0.0,0.0,31.5,37.4
NP_001323839.1,0.0,0.0,0.0,0.0
NP_001323840.1,0.0,0.0,0.0,0.0
NP_001323841.1,0.0,28.9,0.0,103.0
NP_001323842.1,0.0,28.9,0.0,103.0
NP_001323843.1,0.0,0.0,0.0,0.0
NP_001323844.1,0.0,0.0,0.0,0.0
NP_001323845.1,0.0,0.0,0.0,0.0
NP_001323846.1,0.0,0.0,0.0,0.0
NP_001323847.1,0.0,0.0,0.0,0.0
NP_001323848.1,0.0,0.0,0.0,30.6
NP_001323849.1,0.0,0.0,0.0,0.0
NP_001323850.1,0.0,0.0,0.0,0.0
NP_001323851.1,0.0,0.0,0.0,0.0
NP_001323852.1,0.0,0.0,31.2,30.4
NP_001323853.1,0.0,0.0,0.0,0.0
NP_001323854.1,0.0,0.0,0.0,0.0
NP_001323855.1,0.0,0.0,0.0,0.0
NP_001323856.1,0.0,0.0,0.0,0.0
NP_001323857.1,0.0,0.0,0.0,0.0
NP_001323858.1,0.0,0.0,0.0,0.0
NP_001323859.1,0.0,0.0,0.0,0.0
NP_001323860.1,0.0,0.0,0.0,0.0
NP_001323861.1,0.0,0.0,0.0,0.0
NP_001323862.1,0.0,0.0,0.0,0.0
NP_001323863.1,0.0,0.0,0.0,0.0
NP_001323864.1,0.0,0.0,0.0,0.0
NP_001323865.1,0.0,0.0,0.0,0.0
NP_001323866.1,0.0,0.0,0.0,0.0
NP_001323867.1,0.0,0.0,0.0,0.0
NP_001323868.1,0.0,0.0,0.0,0.0
NP_001323869.1,0.0,0.0,0.0,0.0
NP_001323870.1,0.0,0.0,0.0,0.0
NP_001323871.1,0.0,0.0,0.0,0.0
NP_001323872.1,0.0,0.0,0.0,0.0
NP_001323873.1,0.0,0.0,0.0,0.0
NP_001323874.1,0.0,0.0,0.0,0.0
NP_001323875.1,0.0,0.0,0.0,0.0
NP_001323876.1,0.0,0.0,0.0,0.0
NP_001323877.1,0.0,0.0,0.0,0.0
NP_001323878.1,0.0,30.0,0.0,51.3
NP_001323879.1,0.0,0.0,0.0,0.0
NP_001323880.1,0.0,0.0,0.0,0.0
NP_001323881.1,0.0,0.0,0.0,0.0
NP_001323882.1,0.0,0.0,0.0,0.0
NP_001323883.1,0.0,0.0,0.0,0.0
NP_001323884.1,0.0,0.0,0.0,0.0
NP_001323885.1,0.0,0.0,0.0,0.0
NP_001323886.1,0.0,0.0,0.0,0.0
NP_001323887.1,0.0,0.0,0.0,0.0
NP_001323888.1,0.0,0.0,0.0,41.8
NP_001323889.1,0.0,0.0,0.0,36.4
NP_001323890.1,0.0,0.0,0.0,36.4
NP_001323891.1,0.0,0.0,0.0,36.4
NP_001323892.1,0.0,0.0,0.0,0.0
NP_001323893.1,0.0,0.0,0.0,0.0
NP_001323894.1,0.0,0.0,0.0,0.0
NP_001323895.1,0.0,0.0,0.0,0.0
NP_001323896.1,0.0,0.0,0.0,0.0
NP_001323897.1,0.0,0.0,0.0,0.0
NP_001323898.1,0.0,0.0,0.0,0.0
NP_001323899.1,0.0,0.0,0.0,0.0
NP_001323900.1,0.0,0.0,0.0,0.0
NP_001323901.1,0.0,0.0,0.0,0.0
NP_001323902.1,0.0,0.0,0.0,34.8
NP_001323903.1,0.0,0.0,0.0,34.8
NP_001323904.1,0.0,0.0,0.0,34.8
NP_001323905.1,0.0,0.0,0.0,34.8
NP_001323906.1,0.0,0.0,0.0,0.0
NP_001323907.1,0.0,0.0,29.7,0.0
NP_001323908.1,0.0,0.0,0.0,30.4
NP_001323909.1,0.0,0.0,0.0,30.4
NP_001323910.1,0.0,0.0,0.0,0.0
NP_001323911.1,0.0,0.0,0.0,0.0
NP_001323912.1,0.0,0.0,0.0,0.0
NP_001323913.1,0.0,0.0,0.0,0.0
NP_001323914.1,0.0,0.0,0.0,0.0
NP_001323915.1,0.0,0.0,0.0,0.0
NP_001323916.1,0.0,0.0,0.0,0.0
NP_001323917.1,0.0,0.0,0.0,0.0
NP_001323918.1,0.0,0.0,0.0,0.0
NP_001323919.1,0.0,0.0,0.0,0.0
NP_001323920.1,0.0,0.0,0.0,0.0
NP_001323921.1,0.0,0.0,0.0,0.0
NP_001323922.1,0.0,0.0,0.0,0.0
NP_001323923.1,0.0,0.0,0.0,0.0
NP_001323924.1,0.0,0.0,0.0,0.0
NP_001323925.1,0.0,0.0,0.0,0.0
NP_001323926.1,0.0,0.0,0.0,0.0
NP_001323927.1,0.0,0.0,0.0,0.0
NP_001323928.1,0.0,0.0,0.0,0.0
NP_001323929.1,0.0,0.0,0.0,0.0
NP_001323930.1,0.0,0.0,31.2,44.5
NP_001323931.1,0.0,0.0,31.2,41.0
NP_001323932.1,0.0,0.0,31.2,39.9
NP_001323933.1,241.0,264.0,386.0,455.0
NP_001323934.1,0.0,0.0,0.0,0.0
NP_001323935.1,0.0,0.0,0.0,0.0
NP_001323936.1,0.0,0.0,0.0,0.0
NP_001323937.1,0.0,0.0,0.0,0.0
NP_001323938.1,0.0,0.0,0.0,0.0
NP_001323939.1,0.0,0.0,0.0,0.0
NP_001323940.1,0.0,0.0,0.0,0.0
NP_001323941.1,0.0,0.0,0.0,0.0
NP_001323942.1,0.0,0.0,0.0,0.0
NP_001323943.1,0.0,0.0,0.0,0.0
NP_001323944.1,0.0,0.0,0.0,0.0
NP_001323945.1,0.0,0.0,0.0,0.0
NP_001323946.1,0.0,0.0,0.0,0.0
NP_001323947.1,0.0,0.0,0.0,0.0
NP_001323948.1,0.0,0.0,0.0,0.0
NP_001323949.1,0.0,0.0,0.0,0.0
NP_001323950.1,0.0,0.0,0.0,0.0
NP_001323951.1,0.0,0.0,0.0,0.0
NP_001323952.1,0.0,0.0,0.0,0.0
NP_001323953.1,0.0,0.0,0.0,0.0
NP_001323954.1,0.0,0.0,0.0,0.0
NP_001323955.1,0.0,0.0,0.0,0.0
NP_001323956.1,0.0,0.0,0.0,0.0
NP_001323957.1,0.0,0.0,0.0,27.9
NP_001323958.1,0.0,0.0,0.0,0.0
NP_001323959.1,0.0,0.0,0.0,0.0
NP_001323960.1,0.0,30.4,0.0,30.4
NP_001323961.1,0.0,0.0,0.0,0.0
NP_001323962.1,0.0,0.0,0.0,0.0
NP_001323963.1,0.0,0.0,0.0,0.0
NP_001323964.1,0.0,0.0,0.0,0.0
NP_001323965.1,0.0,0.0,0.0,0.0
NP_001323966.1,0.0,0.0,0.0,0.0
NP_001323967.1,0.0,0.0,0.0,0.0
NP_001323968.1,0.0,0.0,0.0,31.8
NP_001323969.1,0.0,0.0,30.3,31.8
NP_001323970.1,0.0,0.0,29.9,31.8
NP_001323971.1,0.0,0.0,29.9,31.8
NP_001323972.1,0.0,0.0,0.0,0.0
NP_001323973.1,0.0,0.0,0.0,0.0
NP_001323974.1,0.0,0.0,0.0,0.0
NP_001323975.1,0.0,0.0,0.0,0.0
NP_001323976.1,0.0,0.0,0.0,0.0
NP_001323977.1,0.0,0.0,0.0,0.0
NP_001323978.1,0.0,0.0,0.0,0.0
NP_001323979.1,0.0,0.0,0.0,0.0
NP_001323980.1,0.0,0.0,0.0,0.0
NP_001323981.1,0.0,0.0,0.0,0.0
NP_001323982.1,0.0,0.0,0.0,0.0
NP_001323983.1,0.0,0.0,0.0,0.0
NP_001323984.1,0.0,0.0,0.0,0.0
NP_001323985.1,0.0,0.0,0.0,0.0
NP_001323986.1,0.0,0.0,0.0,0.0
NP_001323987.1,0.0,0.0,0.0,0.0
NP_001323988.1,0.0,0.0,0.0,0.0
NP_001323989.1,0.0,0.0,33.8,0.0
NP_001323990.1,0.0,0.0,0.0,0.0
NP_001323991.1,0.0,0.0,0.0,0.0
NP_001323992.1,0.0,0.0,0.0,0.0
NP_001323993.1,0.0,0.0,0.0,0.0
NP_001323994.1,0.0,0.0,0.0,0.0
NP_001323995.1,0.0,0.0,0.0,0.0
NP_001323996.1,0.0,0.0,0.0,0.0
NP_001323997.1,0.0,0.0,0.0,0.0
NP_001323998.1,0.0,0.0,0.0,0.0
NP_001323999.1,0.0,0.0,0.0,0.0
NP_001324000.1,0.0,0.0,0.0,0.0
NP_001324001.1,0.0,0.0,0.0,0.0
NP_001324002.1,0.0,0.0,0.0,0.0
NP_001324003.1,0.0,0.0,0.0,0.0
NP_001324004.1,0.0,0.0,0.0,0.0
NP_001324005.1,0.0,0.0,0.0,0.0
NP_001324006.1,0.0,0.0,0.0,0.0
NP_001324007.1,0.0,0.0,0.0,0.0
NP_001324008.1,0.0,0.0,0.0,0.0
NP_001324009.1,0.0,0.0,0.0,0.0
NP_001324010.1,0.0,0.0,0.0,0.0
NP_001324011.1,0.0,0.0,0.0,0.0
NP_001324012.1,0.0,0.0,0.0,0.0
NP_001324013.1,0.0,0.0,0.0,0.0
NP_001324014.1,0.0,0.0,0.0,0.0
NP_001324015.1,0.0,0.0,0.0,0.0
NP_001324016.1,226.0,226.0,308.0,310.0
NP_001324017.1,0.0,0.0,0.0,0.0
NP_001324018.1,0.0,0.0,0.0,0.0
NP_001324019.1,0.0,0.0,0.0,0.0
NP_001324020.1,0.0,0.0,0.0,0.0
NP_001324021.1,0.0,0.0,0.0,0.0
NP_001324022.1,0.0,0.0,0.0,0.0
NP_001324023.1,0.0,0.0,30.4,38.2
NP_001324024.1,0.0,0.0,0.0,0.0
NP_001324025.1,0.0,0.0,0.0,0.0
NP_001324026.1,0.0,0.0,0.0,0.0
NP_001324027.1,0.0,0.0,0.0,0.0
NP_001324028.1,0.0,0.0,0.0,0.0
NP_001324029.1,0.0,0.0,0.0,0.0
NP_001324030.1,0.0,0.0,0.0,0.0
NP_001324031.1,0.0,0.0,0.0,0.0
NP_001324032.1,0.0,0.0,0.0,0.0
NP_001324033.1,0.0,0.0,0.0,0.0
NP_001324034.1,0.0,0.0,0.0,0.0
NP_001324035.1,0.0,0.0,0.0,0.0
NP_001324036.1,0.0,0.0,0.0,0.0
NP_001324037.1,0.0,0.0,0.0,0.0
NP_001324038.1,0.0,0.0,0.0,0.0
NP_001324039.1,0.0,0.0,0.0,0.0
NP_001324040.1,0.0,0.0,0.0,0.0
NP_001324041.1,0.0,0.0,0.0,0.0
NP_001324042.1,0.0,0.0,0.0,0.0
NP_001324043.1,0.0,0.0,0.0,0.0
NP_001324044.1,0.0,0.0,0.0,0.0
